game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,source,pred_total,pred_margin,actual_total,actual_margin,market_total,spread_home,market_total_1h,market_total_2h,spread_home_1h,err_model_total,actual_total_1h,actual_total_2h,pred_total_1h,pred_total_2h,pred_margin_1h,pred_margin_2h,err_model_total_1h,err_model_total_2h,ats_result,actual_margin_1h,ats_result_1h,ml_model_p_home,home_win,brier_ml,logloss_ml,book,bet,line,price,pred_total_pick,edge,pick_result,no_pred
401826915,2025,2025-11-15,2025-11-15 23:00:00+00:00,St. John's Red Storm,William & Mary Tribe,0,0,,,,,False,Carnesecca Arena,espn,152.50796508789062,16.10662,0,0,177.5,-28.5,86.08749999999999,91.41250000000001,-14.25,152.50796508789062,,,73.96636306762696,78.54160202026367,8.05331,8.05331,,,home_cover,,away_cover,0.9089553323524021,0.0,0.8261997962118658,2.39640503962404,FanDuel,under,177.5,-110.0,152.50796508789062,-24.99203491210937,win,0
401817185,2025,2025-11-15,2025-11-16 01:00:00+00:00,Saint Louis Billikens,Grand Canyon Lopes,0,0,,,,,False,Chaifetz Arena,espn,145.84414672851562,-1.2669319,0,0,,,,,,145.84414672851562,,,70.73441116333008,75.10973556518555,-0.63346595,-0.63346595,,,away_cover,,away_cover,0.45487554522321794,0.0,0.20691176164211977,0.6067411529998817,,,,,,,,0
401817213,2025,2025-11-15,2025-11-15 19:00:00+00:00,Temple Owls,Boston College Eagles,0,0,,,,,False,Liacouras Center,espn,147.07322692871094,3.2114472,0,0,141.5,-3.5,68.6275,72.8725,-1.75,147.07322692871094,,,71.3305150604248,75.74271186828614,1.6057236,1.6057236,,,home_cover,,away_cover,0.6127242844469303,0.0,0.37543104875100275,0.9486183963300147,FanDuel,over,141.5,-110.0,147.07322692871094,5.5732269287109375,loss,0
401827005,2025,2025-11-15,2025-11-15 22:00:00+00:00,Texas State Bobcats,Texas Southern Tigers,0,0,,,,,False,Strahan Arena at the University Events Center,espn,146.223876953125,5.5724325,0,0,144.5,-4.0,70.0825,74.4175,-2.0,146.223876953125,,,70.91858032226563,75.30529663085937,2.78621625,2.78621625,,,home_cover,,away_cover,0.6891314292566654,0.0,0.4749021267893344,1.1683850582358053,,,,,,,,0
401829425,2025,2025-11-15,2025-11-15 18:00:00+00:00,Texas Longhorns,Kansas City Roos,0,0,,,,,False,Moody Center,espn,158.38729858398438,34.41225,0,0,,,,,,158.38729858398438,,,76.81783981323242,81.56945877075195,17.206125,17.206125,,,away_cover,,away_cover,0.992725186617634,0.0,0.9855032961450162,4.923337118162047,,,,,,,,0
401823369,2025,2025-11-15,2025-11-15 18:00:00+00:00,Toledo Rockets,Detroit Mercy Titans,0,0,,,,,False,Savage Arena,espn,148.14682006835938,9.344343,0,0,159.5,-10.0,77.3575,82.1425,-5.0,148.14682006835938,,,71.8512077331543,76.29561233520508,4.6721715,4.6721715,,,home_cover,,away_cover,0.7916510103857448,0.0,0.6267113222447707,1.5685407705890513,DraftKings,under,159.5,-110.0,148.14682006835938,-11.353179931640623,win,0
401826932,2025,2025-11-15,2025-11-16 03:00:00+00:00,UC Irvine Anteaters,Weber State Wildcats,0,0,,,,,False,Bren Events Center,espn,147.96080017089844,7.149726,0,0,150.0,-10.5,72.75,77.25,-5.25,147.96080017089844,,,71.76098808288575,76.19981208801269,3.574863,3.574863,,,home_cover,,away_cover,0.7352431549350475,0.0,0.5405824968788423,1.3289434400097242,BetMGM,under,150.5,-110.0,147.96080017089844,-2.5391998291015625,win,0
401823511,2025,2025-11-15,2025-11-15 21:00:00+00:00,UC San Diego Tritons,Idaho Vandals,0,0,,,,,False,LionTree Arena,espn,144.6546630859375,-3.5604498,0,0,148.5,-5.5,72.0225,76.4775,-2.75,144.6546630859375,,,70.15751159667968,74.49715148925782,-1.7802249,-1.7802249,,,home_cover,,away_cover,0.37551340706689296,0.0,0.14101031888698606,0.47082541812877005,DraftKings,under,148.5,-110.0,144.6546630859375,-3.8453369140625,win,0
401830115,2025,2025-11-15,2025-11-15 19:00:00+00:00,UNC Greensboro Spartans,Austin Peay Governors,0,0,,,,,False,First Horizon Coliseum,espn,150.09060668945312,19.927307,0,0,146.5,-2.0,71.0525,75.4475,-1.0,150.09060668945312,,,72.79394424438476,77.29666244506836,9.9636535,9.9636535,,,home_cover,,away_cover,0.9451508649438586,0.0,0.893310157504124,2.903168861644278,DraftKings,over,146.5,-110.0,150.09060668945312,3.590606689453125,loss,0
401823589,2025,2025-11-15,2025-11-16 00:00:00+00:00,UNC Wilmington Seahawks,South Carolina Upstate Spartans,0,0,,,,,False,Trask Coliseum,espn,145.73953247070312,4.611891,0,0,155.5,-13.5,75.4175,80.0825,-6.75,145.73953247070312,,,70.68367324829102,75.05585922241211,2.3059455,2.3059455,,,home_cover,,away_cover,0.6590001155526534,0.0,0.43428115229841047,1.0758731405627637,BetMGM,under,155.5,-110.0,145.73953247070312,-9.760467529296877,win,0
401827911,2025,2025-11-15,2025-11-15 21:00:00+00:00,Utah State Aggies,UTEP Miners,0,0,,,,,False,Dee Glen Smith Spectrum,espn,151.94989013671875,15.0590725,0,0,150.5,-16.5,72.99249999999999,77.50750000000001,-8.25,151.94989013671875,,,73.69569671630859,78.25419342041016,7.52953625,7.52953625,,,home_cover,,away_cover,0.8957898277619024,0.0,0.8024394155216988,2.261345532180994,LowVig.ag,over,149.0,-110.0,151.94989013671875,2.94989013671875,loss,0
401819907,2025,2025-11-15,2025-11-16 02:00:00+00:00,Utah Utes,Sam Houston Bearkats,0,0,,,,,False,Jon M. Huntsman Center,espn,147.33010864257812,2.7321973,0,0,,,,,,147.33010864257812,,,71.4551026916504,75.87500595092773,1.36609865,1.36609865,,,away_cover,,away_cover,0.5963582620469899,0.0,0.3556431767117063,0.9072275816944293,,,,,,,,0
401823324,2025,2025-11-15,2025-11-15 23:00:00+00:00,UT Arlington Mavericks,Missouri State Bears,0,0,,,,,False,College Park Center,espn,145.41091918945312,-1.6929723,0,0,146.5,-3.5,71.0525,75.4475,-1.75,145.41091918945312,,,70.52429580688477,74.88662338256836,-0.84648615,-0.84648615,,,home_cover,,away_cover,0.4398297129078793,0.0,0.19345017635662753,0.5795144573840668,,,,,,,,0
401827129,2025,2025-11-15,2025-11-15 20:00:00+00:00,Vanderbilt Commodores,Arkansas-Pine Bluff Golden Lions,0,0,,,,,False,Memorial Gymnasium (TN),espn,153.27560424804688,25.698994,0,0,173.5,-42.0,84.1475,89.3525,-21.0,153.27560424804688,,,74.33866806030274,78.93693618774414,12.849497,12.849497,,,home_cover,,away_cover,0.9751875642519381,0.0,0.9509907854716279,3.696410310036845,LowVig.ag,under,174.0,-110.0,153.27560424804688,-20.724395751953125,win,0
401813447,2025,2025-11-15,2025-11-16 01:00:00+00:00,Villanova Wildcats,Duquesne Dukes,0,0,,,,,False,Finneran Pavilion,espn,158.08819580078125,25.709375,0,0,150.5,-10.5,72.99249999999999,77.50750000000001,-5.25,158.08819580078125,,,76.6727749633789,81.41542083740235,12.8546875,12.8546875,,,home_cover,,away_cover,0.9752234227986663,0.0,0.9510607243751461,3.69785653978999,BetMGM,over,150.5,-110.0,158.08819580078125,7.58819580078125,loss,0
401817489,2025,2025-11-15,2025-11-15 17:00:00+00:00,Virginia Cavaliers,Marshall Thundering Herd,0,0,,,,,False,John Paul Jones Arena,espn,155.68246459960938,16.692856,0,0,155.5,-21.0,75.4175,80.0825,-10.5,155.68246459960938,,,75.50599533081055,80.17646926879883,8.346428,8.346428,,,home_cover,,away_cover,0.915652651264025,0.0,0.8384197777668381,2.4728119021856867,,,,,,,,0
401823342,2025,2025-11-15,2025-11-15 18:00:00+00:00,VMI Keydets,Jacksonville Dolphins,0,0,,,,,False,Cameron Hall,espn,144.74461364746094,6.1051416,0,0,151.5,1.0,73.47749999999999,78.02250000000001,0.5,144.74461364746094,,,70.20113761901855,74.54347602844238,3.0525708,3.0525708,,,away_cover,,away_cover,0.7051955917157444,0.0,0.4973008225753189,1.2214431653043492,DraftKings,under,151.5,-110.0,144.74461364746094,-6.755386352539063,win,0
401823486,2025,2025-11-15,2025-11-15 19:00:00+00:00,Winthrop Eagles,Mercer Bears,0,0,,,,,False,Winthrop Coliseum,espn,146.50856018066406,0.4293692,0,0,164.0,-2.5,79.53999999999999,84.46000000000001,-1.25,146.50856018066406,,,71.05665168762206,75.451908493042,0.2146846,0.2146846,,,home_cover,,away_cover,0.5153298081731464,0.0,0.2655648111917719,0.7242866362128335,BetRivers,under,164.0,-110.0,146.50856018066406,-17.491439819335938,win,0
401823758,2025,2025-11-15,2025-11-16 02:00:00+00:00,Wyoming Cowboys,Portland Pilots,0,0,,,,,False,Arena-Auditorium,espn,145.05264282226562,2.1733122,0,0,160.5,-11.5,77.8425,82.6575,-5.75,145.05264282226562,,,70.35053176879883,74.7021110534668,1.0866561,1.0866561,,,home_cover,,away_cover,0.5770007527066698,0.0,0.33292986862406354,0.8603848793858344,BetMGM,under,161.5,-110.0,145.05264282226562,-16.447357177734375,win,0
401818300,2025,2025-11-15,2025-11-15 18:00:00+00:00,Yale Bulldogs,Stony Brook Seawolves,0,0,,,,,False,John J. Lee Amphitheater,espn,146.53616333007812,5.8542166,0,0,149.5,-20.0,72.5075,76.9925,-10.0,146.53616333007812,,,71.07003921508789,75.46612411499024,2.9271083,2.9271083,,,home_cover,,away_cover,0.6976888947995252,0.0,0.486769793926583,1.196298642176873,DraftKings,under,149.5,-110.0,146.53616333007812,-2.963836669921875,win,0
