book,fetched_at,moneyline_home,moneyline_away,spread,total,commence_time,home_team_name,away_team_name,pair_key,date,game_id,pred_total,pred_margin,pred_total_mu,pred_total_sigma,edge_total,edge_margin,edge_total_pct,edge_margin_pct,kelly_fraction_total,home_ml_prob_market,away_ml_prob_market,home_ml_prob_fair,away_ml_prob_fair,kelly_fraction_ml_home,kelly_fraction_ml_away,home_ml_ev,away_ml_ev,home_ml_b,away_ml_b
LowVig.ag,2025-11-09 15:36:56.948377+00:00,-400.0,316.0,-9.0,152.0,2025-11-09 17:30:00+00:00,Campbell Fighting Camels,Western Michigan Broncos,westernmichiganbroncos::campbellfightingcamels,2025-11-09,401828296,141.85124,2.9149399,141.90643,13.246382,-10.14876000000001,,-0.0667681578947369,,-0.3382920000000003,0.8,0.2403846153846154,0.6026262673171017,0.39737373268289833,-0.9868686634144916,0.206669217709132,-0.2467171658536229,0.6530747279608571,0.25,3.16
DraftKings,2025-11-09 15:36:56.948377+00:00,-410.0,320.0,-8.5,152.5,2025-11-09 17:30:00+00:00,Campbell Fighting Camels,Western Michigan Broncos,westernmichiganbroncos::campbellfightingcamels,2025-11-09,401828296,141.85124,2.9149399,141.90643,13.246382,-10.64876000000001,,-0.06982793442622957,,-0.354958666666667,0.803921568627451,0.23809523809523808,0.6026262673171017,0.39737373268289833,-1.0,0.20905302414630406,-0.25039171626409307,0.668969677268173,0.24390243902439024,3.2
BetMGM,2025-11-09 15:36:56.948377+00:00,-450.0,340.0,-9.5,152.5,2025-11-09 17:30:00+00:00,Campbell Fighting Camels,Western Michigan Broncos,westernmichiganbroncos::campbellfightingcamels,2025-11-09,401828296,141.85124,2.9149399,141.90643,13.246382,-10.64876000000001,,-0.06982793442622957,,-0.354958666666667,0.8181818181818182,0.22727272727272727,0.6026262673171017,0.39737373268289833,-1.0,0.22013071288375075,-0.2634567843902091,0.7484444238047525,0.2222222222222222,3.4
Caesars,2025-11-09 15:36:56.948377+00:00,-420.0,320.0,-9.0,152.0,2025-11-09 17:30:00+00:00,Campbell Fighting Camels,Western Michigan Broncos,westernmichiganbroncos::campbellfightingcamels,2025-11-09,401828296,141.85124,2.9149399,141.90643,13.246382,-10.14876000000001,,-0.0667681578947369,,-0.3382920000000003,0.8076923076923077,0.23809523809523808,0.6026262673171017,0.39737373268289833,-1.0,0.20905302414630406,-0.2538912880835884,0.668969677268173,0.23809523809523808,3.2
Fanatics,2025-11-09 15:36:56.948377+00:00,-400.0,310.0,-9.0,152.5,2025-11-09 17:30:00+00:00,Campbell Fighting Camels,Western Michigan Broncos,westernmichiganbroncos::campbellfightingcamels,2025-11-09,401828296,141.85124,2.9149399,141.90643,13.246382,-10.64876000000001,,-0.06982793442622957,,-0.354958666666667,0.8,0.24390243902439024,0.6026262673171017,0.39737373268289833,-0.9868686634144916,0.2029781625806075,-0.2467171658536229,0.6292323039998833,0.25,3.1
Bovada,2025-11-09 15:36:56.948377+00:00,-430.0,320.0,-9.0,152.0,2025-11-09 17:30:00+00:00,Campbell Fighting Camels,Western Michigan Broncos,westernmichiganbroncos::campbellfightingcamels,2025-11-09,401828296,141.85124,2.9149399,141.90643,13.246382,-10.14876000000001,,-0.0667681578947369,,-0.3382920000000003,0.8113207547169812,0.23809523809523808,0.6026262673171017,0.39737373268289833,-1.0,0.20905302414630406,-0.25722808912078166,0.668969677268173,0.23255813953488372,3.2
BetRivers,2025-11-09 15:36:56.948377+00:00,-435.0,320.0,-8.5,151.5,2025-11-09 17:30:00+00:00,Campbell Fighting Camels,Western Michigan Broncos,westernmichiganbroncos::campbellfightingcamels,2025-11-09,401828296,141.85124,2.9149399,141.90643,13.246382,-9.64876000000001,,-0.06368818481848192,,-0.32162533333333365,0.8130841121495327,0.23809523809523808,0.6026262673171017,0.39737373268289833,-1.0,0.20905302414630406,-0.2588389585870129,0.668969677268173,0.22988505747126436,3.2
BetUS,2025-11-09 15:36:56.948377+00:00,-400.0,320.0,-9.0,152.0,2025-11-09 17:30:00+00:00,Campbell Fighting Camels,Western Michigan Broncos,westernmichiganbroncos::campbellfightingcamels,2025-11-09,401828296,141.85124,2.9149399,141.90643,13.246382,-10.14876000000001,,-0.0667681578947369,,-0.3382920000000003,0.8,0.23809523809523808,0.6026262673171017,0.39737373268289833,-0.9868686634144916,0.20905302414630406,-0.2467171658536229,0.668969677268173,0.25,3.2
DraftKings,2025-11-09 15:36:56.948377+00:00,-110.0,-110.0,-1.5,156.5,2025-11-09 18:00:00+00:00,American Eagles,Pennsylvania Quakers,pennsylvaniaquakers::americaneagles,,nan,,,,,,,,,,0.5238095238095238,0.5238095238095238,,,,,,,0.9090909090909091,0.9090909090909091
LowVig.ag,2025-11-09 15:36:56.948377+00:00,,,1.0,156.5,2025-11-09 18:00:00+00:00,American Eagles,Pennsylvania Quakers,pennsylvaniaquakers::americaneagles,,nan,,,,,,,,,,,,,,,,,,,
BetOnline.ag,2025-11-09 15:36:56.948377+00:00,,,1.0,156.5,2025-11-09 18:00:00+00:00,American Eagles,Pennsylvania Quakers,pennsylvaniaquakers::americaneagles,,nan,,,,,,,,,,,,,,,,,,,
Fanatics,2025-11-09 15:36:56.948377+00:00,-110.0,-110.0,-1.0,155.5,2025-11-09 18:00:00+00:00,American Eagles,Pennsylvania Quakers,pennsylvaniaquakers::americaneagles,,nan,,,,,,,,,,0.5238095238095238,0.5238095238095238,,,,,,,0.9090909090909091,0.9090909090909091
FanDuel,2025-11-09 15:36:56.948377+00:00,-112.0,-108.0,-1.5,156.5,2025-11-09 18:00:00+00:00,American Eagles,Pennsylvania Quakers,pennsylvaniaquakers::americaneagles,,nan,,,,,,,,,,0.5283018867924528,0.5192307692307693,,,,,,,0.8928571428571429,0.9259259259259259
BetMGM,2025-11-09 15:36:56.948377+00:00,-110.0,-110.0,1.5,156.5,2025-11-09 18:00:00+00:00,American Eagles,Pennsylvania Quakers,pennsylvaniaquakers::americaneagles,,nan,,,,,,,,,,0.5238095238095238,0.5238095238095238,,,,,,,0.9090909090909091,0.9090909090909091
BetRivers,2025-11-09 15:36:56.948377+00:00,-118.0,-106.0,-1.0,156.5,2025-11-09 18:00:00+00:00,American Eagles,Pennsylvania Quakers,pennsylvaniaquakers::americaneagles,,nan,,,,,,,,,,0.5412844036697247,0.5145631067961165,,,,,,,0.847457627118644,0.9433962264150944
Bovada,2025-11-09 15:36:56.948377+00:00,-110.0,-110.0,-1.0,155.5,2025-11-09 18:00:00+00:00,American Eagles,Pennsylvania Quakers,pennsylvaniaquakers::americaneagles,,nan,,,,,,,,,,0.5238095238095238,0.5238095238095238,,,,,,,0.9090909090909091,0.9090909090909091
DraftKings,2025-11-09 15:36:56.948377+00:00,-455.0,350.0,-10.5,134.5,2025-11-09 18:00:00+00:00,Appalachian St Mountaineers,North Carolina Central Eagles,northcarolinacentraleagles::appalachianstmountaineers,,nan,,,,,,,,,,0.8198198198198198,0.2222222222222222,,,,,,,0.21978021978021978,3.5
BetOnline.ag,2025-11-09 15:36:56.948377+00:00,,,-10.5,134.0,2025-11-09 18:00:00+00:00,Appalachian St Mountaineers,North Carolina Central Eagles,northcarolinacentraleagles::appalachianstmountaineers,,nan,,,,,,,,,,,,,,,,,,,
Fanatics,2025-11-09 15:36:56.948377+00:00,-450.0,350.0,-9.5,133.5,2025-11-09 18:00:00+00:00,Appalachian St Mountaineers,North Carolina Central Eagles,northcarolinacentraleagles::appalachianstmountaineers,,nan,,,,,,,,,,0.8181818181818182,0.2222222222222222,,,,,,,0.2222222222222222,3.5
LowVig.ag,2025-11-09 15:36:56.948377+00:00,,,-10.5,134.0,2025-11-09 18:00:00+00:00,Appalachian St Mountaineers,North Carolina Central Eagles,northcarolinacentraleagles::appalachianstmountaineers,,nan,,,,,,,,,,,,,,,,,,,
FanDuel,2025-11-09 15:36:56.948377+00:00,-550.0,390.0,-9.5,133.5,2025-11-09 18:00:00+00:00,Appalachian St Mountaineers,North Carolina Central Eagles,northcarolinacentraleagles::appalachianstmountaineers,,nan,,,,,,,,,,0.8461538461538461,0.20408163265306123,,,,,,,0.18181818181818182,3.9
BetMGM,2025-11-09 15:36:56.948377+00:00,-500.0,375.0,-10.5,134.5,2025-11-09 18:00:00+00:00,Appalachian St Mountaineers,North Carolina Central Eagles,northcarolinacentraleagles::appalachianstmountaineers,,nan,,,,,,,,,,0.8333333333333334,0.21052631578947367,,,,,,,0.2,3.75
BetRivers,2025-11-09 15:36:56.948377+00:00,-530.0,370.0,-10.0,133.5,2025-11-09 18:00:00+00:00,Appalachian St Mountaineers,North Carolina Central Eagles,northcarolinacentraleagles::appalachianstmountaineers,,nan,,,,,,,,,,0.8412698412698413,0.2127659574468085,,,,,,,0.18867924528301888,3.7
Bovada,2025-11-09 15:36:56.948377+00:00,-500.0,360.0,-10.0,134.0,2025-11-09 18:00:00+00:00,Appalachian St Mountaineers,North Carolina Central Eagles,northcarolinacentraleagles::appalachianstmountaineers,,nan,,,,,,,,,,0.8333333333333334,0.21739130434782608,,,,,,,0.2,3.6
DraftKings,2025-11-09 15:36:56.948377+00:00,-2400.0,1200.0,-18.5,144.5,2025-11-09 18:00:00+00:00,James Madison Dukes,Coppin St Eagles,coppinsteagles::jamesmadisondukes,,nan,,,,,,,,,,0.96,0.07692307692307693,,,,,,,0.041666666666666664,12.0
BetOnline.ag,2025-11-09 15:36:56.948377+00:00,,,-18.5,143.5,2025-11-09 18:00:00+00:00,James Madison Dukes,Coppin St Eagles,coppinsteagles::jamesmadisondukes,,nan,,,,,,,,,,,,,,,,,,,
Fanatics,2025-11-09 15:36:56.948377+00:00,-4000.0,1500.0,-19.0,144.5,2025-11-09 18:00:00+00:00,James Madison Dukes,Coppin St Eagles,coppinsteagles::jamesmadisondukes,,nan,,,,,,,,,,0.975609756097561,0.0625,,,,,,,0.025,15.0
LowVig.ag,2025-11-09 15:36:56.948377+00:00,,,-18.5,143.5,2025-11-09 18:00:00+00:00,James Madison Dukes,Coppin St Eagles,coppinsteagles::jamesmadisondukes,,nan,,,,,,,,,,,,,,,,,,,
FanDuel,2025-11-09 15:36:56.948377+00:00,-4500.0,1400.0,-18.5,144.5,2025-11-09 18:00:00+00:00,James Madison Dukes,Coppin St Eagles,coppinsteagles::jamesmadisondukes,,nan,,,,,,,,,,0.9782608695652174,0.06666666666666667,,,,,,,0.022222222222222223,14.0
BetMGM,2025-11-09 15:36:56.948377+00:00,-2500.0,1100.0,-18.5,143.5,2025-11-09 18:00:00+00:00,James Madison Dukes,Coppin St Eagles,coppinsteagles::jamesmadisondukes,,nan,,,,,,,,,,0.9615384615384616,0.08333333333333333,,,,,,,0.04,11.0
BetRivers,2025-11-09 15:36:56.948377+00:00,-2500.0,1000.0,-18.5,145.0,2025-11-09 18:00:00+00:00,James Madison Dukes,Coppin St Eagles,coppinsteagles::jamesmadisondukes,,nan,,,,,,,,,,0.9615384615384616,0.09090909090909091,,,,,,,0.04,10.0
Bovada,2025-11-09 15:36:56.948377+00:00,,,-19.0,145.5,2025-11-09 18:00:00+00:00,James Madison Dukes,Coppin St Eagles,coppinsteagles::jamesmadisondukes,,nan,,,,,,,,,,,,,,,,,,,
FanDuel,2025-11-09 15:36:56.948377+00:00,130.0,-156.0,2.5,155.5,2025-11-09 18:00:00+00:00,Marquette Golden Eagles,Indiana Hoosiers,indianahoosiers::marquettegoldeneagles,2025-11-09,401823022,142.77293,1.8584595,141.88977,13.28001,-12.727069999999998,,-0.08184610932475883,,-0.42423566666666657,0.43478260869565216,0.609375,0.5659864085127877,0.4340135914872123,0.23212979967647057,-0.4489252057927364,0.30176873957941175,-0.2877725678158567,1.3,0.6410256410256411
Caesars,2025-11-09 15:36:56.948377+00:00,135.0,-160.0,2.5,155.5,2025-11-09 18:00:00+00:00,Marquette Golden Eagles,Indiana Hoosiers,indianahoosiers::marquettegoldeneagles,2025-11-09,401823022,142.77293,1.8584595,141.88977,13.28001,-12.727069999999998,,-0.08184610932475883,,-0.42423566666666657,0.425531914893617,0.6153846153846154,0.5659864085127877,0.4340135914872123,0.24449485926300085,-0.471564662133248,0.3300680600050512,-0.29472791383328,1.35,0.625
BetOnline.ag,2025-11-09 15:36:56.948377+00:00,137.0,-157.0,3.0,155.5,2025-11-09 18:00:00+00:00,Marquette Golden Eagles,Indiana Hoosiers,indianahoosiers::marquettegoldeneagles,2025-11-09,401823022,142.77293,1.8584595,141.88977,13.28001,-12.727069999999998,,-0.08184610932475883,,-0.42423566666666657,0.4219409282700422,0.6108949416342413,0.5659864085127877,0.4340135914872123,0.2491881665513189,-0.4545850698778644,0.3413877881753069,-0.28954463049545504,1.37,0.6369426751592356
LowVig.ag,2025-11-09 15:36:56.948377+00:00,137.0,-157.0,3.0,155.5,2025-11-09 18:00:00+00:00,Marquette Golden Eagles,Indiana Hoosiers,indianahoosiers::marquettegoldeneagles,2025-11-09,401823022,142.77293,1.8584595,141.88977,13.28001,-12.727069999999998,,-0.08184610932475883,,-0.42423566666666657,0.4219409282700422,0.6108949416342413,0.5659864085127877,0.4340135914872123,0.2491881665513189,-0.4545850698778644,0.3413877881753069,-0.28954463049545504,1.37,0.6369426751592356
DraftKings,2025-11-09 15:36:56.948377+00:00,130.0,-155.0,2.5,155.5,2025-11-09 18:00:00+00:00,Marquette Golden Eagles,Indiana Hoosiers,indianahoosiers::marquettegoldeneagles,2025-11-09,401823022,142.77293,1.8584595,141.88977,13.28001,-12.727069999999998,,-0.08184610932475883,,-0.42423566666666657,0.43478260869565216,0.6078431372549019,0.5659864085127877,0.4340135914872123,0.23212979967647057,-0.4432653417076087,0.30176873957941175,-0.28597763981136043,1.3,0.6451612903225806
Bovada,2025-11-09 15:36:56.948377+00:00,130.0,-150.0,3.0,154.5,2025-11-09 18:00:00+00:00,Marquette Golden Eagles,Indiana Hoosiers,indianahoosiers::marquettegoldeneagles,2025-11-09,401823022,142.77293,1.8584595,141.88977,13.28001,-11.727069999999998,,-0.07590336569579287,,-0.39090233333333324,0.43478260869565216,0.6,0.5659864085127877,0.4340135914872123,0.23212979967647057,-0.4149660212819693,0.30176873957941175,-0.2766440141879795,1.3,0.6666666666666666
BetMGM,2025-11-09 15:36:56.948377+00:00,135.0,-160.0,2.5,155.5,2025-11-09 18:00:00+00:00,Marquette Golden Eagles,Indiana Hoosiers,indianahoosiers::marquettegoldeneagles,2025-11-09,401823022,142.77293,1.8584595,141.88977,13.28001,-12.727069999999998,,-0.08184610932475883,,-0.42423566666666657,0.425531914893617,0.6153846153846154,0.5659864085127877,0.4340135914872123,0.24449485926300085,-0.471564662133248,0.3300680600050512,-0.29472791383328,1.35,0.625
Fanatics,2025-11-09 15:36:56.948377+00:00,130.0,-160.0,3.0,154.5,2025-11-09 18:00:00+00:00,Marquette Golden Eagles,Indiana Hoosiers,indianahoosiers::marquettegoldeneagles,2025-11-09,401823022,142.77293,1.8584595,141.88977,13.28001,-11.727069999999998,,-0.07590336569579287,,-0.39090233333333324,0.43478260869565216,0.6153846153846154,0.5659864085127877,0.4340135914872123,0.23212979967647057,-0.471564662133248,0.30176873957941175,-0.29472791383328,1.3,0.625
BetRivers,2025-11-09 15:36:56.948377+00:00,125.0,-157.0,3.0,154.5,2025-11-09 18:00:00+00:00,Marquette Golden Eagles,Indiana Hoosiers,indianahoosiers::marquettegoldeneagles,2025-11-09,401823022,142.77293,1.8584595,141.88977,13.28001,-11.727069999999998,,-0.07590336569579287,,-0.39090233333333324,0.4444444444444444,0.6108949416342413,0.5659864085127877,0.4340135914872123,0.21877553532301786,-0.4545850698778644,0.2734694191537723,-0.28954463049545504,1.25,0.6369426751592356
BetUS,2025-11-09 15:36:56.948377+00:00,134.0,-155.0,3.0,155.5,2025-11-09 18:00:00+00:00,Marquette Golden Eagles,Indiana Hoosiers,indianahoosiers::marquettegoldeneagles,2025-11-09,401823022,142.77293,1.8584595,141.88977,13.28001,-12.727069999999998,,-0.08184610932475883,,-0.42423566666666657,0.42735042735042733,0.6078431372549019,0.5659864085127877,0.4340135914872123,0.2420956685969576,-0.4432653417076087,0.3244081959199232,-0.28597763981136043,1.34,0.6451612903225806
DraftKings,2025-11-09 15:36:56.948377+00:00,-850.0,575.0,-11.5,154.5,2025-11-09 19:00:00+00:00,Bowling Green Falcons,Le Moyne Dolphins,lemoynedolphins::bowlinggreenfalcons,2025-11-09,401823417,141.85124,2.9149399,141.90643,13.246382,-12.64876000000001,,-0.08186899676375411,,-0.4216253333333337,0.8947368421052632,0.14814814814814814,0.6026262673171017,0.39737373268289833,-1.0,0.2925691644538372,-0.3264765247632393,1.682272695609564,0.11764705882352941,5.75
BetOnline.ag,2025-11-09 15:36:56.948377+00:00,,,-11.5,154.5,2025-11-09 19:00:00+00:00,Bowling Green Falcons,Le Moyne Dolphins,lemoynedolphins::bowlinggreenfalcons,2025-11-09,401823417,141.85124,2.9149399,141.90643,13.246382,-12.64876000000001,,-0.08186899676375411,,-0.4216253333333337,,,0.6026262673171017,0.39737373268289833,,,,,,
Fanatics,2025-11-09 15:36:56.948377+00:00,-900.0,600.0,-12.0,155.5,2025-11-09 19:00:00+00:00,Bowling Green Falcons,Le Moyne Dolphins,lemoynedolphins::bowlinggreenfalcons,2025-11-09,401823417,141.85124,2.9149399,141.90643,13.246382,-13.64876000000001,,-0.08777337620578785,,-0.454958666666667,0.9,0.14285714285714285,0.6026262673171017,0.39737373268289833,-1.0,0.2969360214633814,-0.33041525853655374,1.7816161287802883,0.1111111111111111,6.0
LowVig.ag,2025-11-09 15:36:56.948377+00:00,,,-11.5,154.5,2025-11-09 19:00:00+00:00,Bowling Green Falcons,Le Moyne Dolphins,lemoynedolphins::bowlinggreenfalcons,2025-11-09,401823417,141.85124,2.9149399,141.90643,13.246382,-12.64876000000001,,-0.08186899676375411,,-0.4216253333333337,,,0.6026262673171017,0.39737373268289833,,,,,,
FanDuel,2025-11-09 15:36:56.948377+00:00,-1000.0,590.0,-11.5,154.5,2025-11-09 19:00:00+00:00,Bowling Green Falcons,Le Moyne Dolphins,lemoynedolphins::bowlinggreenfalcons,2025-11-09,401823417,141.85124,2.9149399,141.90643,13.246382,-12.64876000000001,,-0.08186899676375411,,-0.4216253333333337,0.9090909090909091,0.14492753623188406,0.6026262673171017,0.39737373268289833,-1.0,0.295233687374915,-0.33711110595118815,1.7418787555119986,0.1,5.9
BetMGM,2025-11-09 15:36:56.948377+00:00,-700.0,500.0,-11.5,154.5,2025-11-09 19:00:00+00:00,Bowling Green Falcons,Le Moyne Dolphins,lemoynedolphins::bowlinggreenfalcons,2025-11-09,401823417,141.85124,2.9149399,141.90643,13.246382,-12.64876000000001,,-0.08186899676375411,,-0.4216253333333337,0.875,0.16666666666666666,0.6026262673171017,0.39737373268289833,-1.0,0.27684847921947797,-0.3112842659233124,1.38424239609739,0.14285714285714285,5.0
Bovada,2025-11-09 15:36:56.948377+00:00,-950.0,600.0,-11.5,156.0,2025-11-09 19:00:00+00:00,Bowling Green Falcons,Le Moyne Dolphins,lemoynedolphins::bowlinggreenfalcons,2025-11-09,401823417,141.85124,2.9149399,141.90643,13.246382,-14.14876000000001,,-0.09069717948717955,,-0.4716253333333337,0.9047619047619048,0.14285714285714285,0.6026262673171017,0.39737373268289833,-1.0,0.2969360214633814,-0.33393938875478235,1.7816161287802883,0.10526315789473684,6.0
FanDuel,2025-11-09 15:36:56.948377+00:00,194.0,-245.0,5.5,130.5,2025-11-09 19:00:00+00:00,Brown Bears,Vermont Catamounts,vermontcatamounts::brownbears,2025-11-09,401818548,141.85124,2.9149399,141.90643,13.246382,11.35123999999999,,0.0869826819923371,,0.37837466666666636,0.3401360544217687,0.7101449275362319,0.6026262673171017,0.39737373268289833,0.39779444634653555,-1.0,0.771721225912279,-0.4404329070383677,1.94,0.40816326530612246
LowVig.ag,2025-11-09 15:36:56.948377+00:00,,,5.5,131.5,2025-11-09 19:00:00+00:00,Brown Bears,Vermont Catamounts,vermontcatamounts::brownbears,2025-11-09,401818548,141.85124,2.9149399,141.90643,13.246382,10.35123999999999,,0.07871665399239536,,0.345041333333333,,,0.6026262673171017,0.39737373268289833,,,,,,
BetOnline.ag,2025-11-09 15:36:56.948377+00:00,,,5.5,131.5,2025-11-09 19:00:00+00:00,Brown Bears,Vermont Catamounts,vermontcatamounts::brownbears,2025-11-09,401818548,141.85124,2.9149399,141.90643,13.246382,10.35123999999999,,0.07871665399239536,,0.345041333333333,,,0.6026262673171017,0.39737373268289833,,,,,,
Fanatics,2025-11-09 15:36:56.948377+00:00,185.0,-225.0,5.5,130.5,2025-11-09 19:00:00+00:00,Brown Bears,Vermont Catamounts,vermontcatamounts::brownbears,2025-11-09,401818548,141.85124,2.9149399,141.90643,13.246382,11.35123999999999,,0.0869826819923371,,0.37837466666666636,0.3508771929824561,0.6923076923076923,0.6026262673171017,0.39737373268289833,0.38782965505607553,-0.9585353687805804,0.7174848618537397,-0.42601571945803574,1.85,0.4444444444444444
BetMGM,2025-11-09 15:36:56.948377+00:00,200.0,-250.0,5.5,130.5,2025-11-09 19:00:00+00:00,Brown Bears,Vermont Catamounts,vermontcatamounts::brownbears,2025-11-09,401818548,141.85124,2.9149399,141.90643,13.246382,11.35123999999999,,0.0869826819923371,,0.37837466666666636,0.3333333333333333,0.7142857142857143,0.6026262673171017,0.39737373268289833,0.4039394009756525,-1.0,0.807878801951305,-0.44367677424394236,2.0,0.4
DraftKings,2025-11-09 15:36:56.948377+00:00,195.0,-238.0,5.5,130.5,2025-11-09 19:00:00+00:00,Brown Bears,Vermont Catamounts,vermontcatamounts::brownbears,2025-11-09,401818548,141.85124,2.9149399,141.90643,13.246382,11.35123999999999,,0.0869826819923371,,0.37837466666666636,0.3389830508474576,0.7041420118343196,0.6026262673171017,0.39737373268289833,0.39884486594125634,-1.0,0.7777474885854498,-0.43566251408899315,1.95,0.42016806722689076
BetRivers,2025-11-09 15:36:56.948377+00:00,185.0,-235.0,5.5,130.5,2025-11-09 19:00:00+00:00,Brown Bears,Vermont Catamounts,vermontcatamounts::brownbears,2025-11-09,401818548,141.85124,2.9149399,141.90643,13.246382,11.35123999999999,,0.0869826819923371,,0.37837466666666636,0.3508771929824561,0.7014925373134329,0.6026262673171017,0.39737373268289833,0.38782965505607553,-1.0,0.7174848618537397,-0.4335310619201237,1.85,0.425531914893617
Bovada,2025-11-09 15:36:56.948377+00:00,180.0,-220.0,5.0,130.5,2025-11-09 19:00:00+00:00,Brown Bears,Vermont Catamounts,vermontcatamounts::brownbears,2025-11-09,401818548,141.85124,2.9149399,141.90643,13.246382,11.35123999999999,,0.0869826819923371,,0.37837466666666636,0.35714285714285715,0.6875,0.6026262673171017,0.39737373268289833,0.3818630824932693,-0.9284040554147254,0.6873535484878848,-0.4220018433703297,1.8,0.45454545454545453
