game_id,total,spread,home_ml_prob
401808584,156.5,,
401808584,,,
401808584,,,
401808584,156.5,,
401808584,,,
401808584,,,
401808584,155.5,,
401808584,,,
401808584,,,
401808584,156.0,,
401808703,,,
401808703,,,
401808703,137.5,,
401808703,,,
401808703,,,
401808703,137.0,,
401808703,,,
401808703,,,
401808703,137.0,,
401808703,,,
401808703,137.0,,
401808703,,,
401808703,,,
401808703,137.0,,
401808703,,,
401808703,,,
401808703,137.5,,
401808703,,,
401808703,,,
401808703,137.5,,
401808703,,,
401808703,,,
401808703,137.0,,
401808730,,,
401808730,,,
401808730,149.5,,
401808730,,,
401808730,149.0,,
401808730,,,
401808730,,,
401808730,149.5,,
401808730,,,
401808730,152.0,,
401808730,,,
401808730,149.0,,
401808730,,,
401808730,149.5,,
401808730,,,
401808730,,,
401808730,149.5,,
401808730,,,
401808730,,,
401808730,149.0,,
401808730,,,
401808730,149.0,,
401808890,,,
401808890,146.0,,
401808890,,,
401808890,146.0,,
401808894,,,
401808894,154.5,,
401808894,,,
401808894,,,
401808894,154.5,,
401808894,,,
401808894,154.5,,
401808894,,,
401808894,154.5,,
401808894,,,
401808894,,,
401808894,154.5,,
401808894,,,
401808894,154.5,,
401808895,,,
401808895,153.5,,
401808895,,,
401808895,,,
401808895,152.5,,
401808895,,,
401808895,,,
401808895,153.5,,
401808895,,,
401808895,,,
401808895,152.5,,
401808895,,,
401808895,,,
401808895,152.5,,
401808895,,,
401808895,,,
401808895,153.0,,
401808895,,,
401808895,153.5,,
401808896,,,
401808896,160.0,,
401808896,,,
401808896,160.5,,
401808896,,,
401808896,159.5,,
401808896,,,
401808896,160.5,,
401808896,,,
401808896,,,
401808896,160.5,,
401808896,,,
401808896,160.0,,
401808948,,,
401808948,143.5,,
401808948,,,
401808948,144.0,,
401808948,,,
401808948,143.5,,
401808948,,,
401808948,144.0,,
401808951,,,
401808951,149.5,,
401808951,,,
401808951,150.0,,
401808951,,,
401808951,150.5,,
401808951,,,
401808951,151.0,,
401808951,,,
401808951,150.0,,
401808951,,,
401808951,150.5,,
401808951,,,
401808951,150.5,,
401808951,,,
401808951,150.0,,
401808954,,,
401808954,144.5,,
401808954,,,
401808954,144.5,,
401808954,,,
401808954,,,
401808954,144.0,,
401808954,,,
401808954,144.0,,
401808954,,,
401808954,144.5,,
401808954,,,
401808954,,,
401808954,144.5,,
401808954,,,
401808954,,,
401808954,144.5,,
401808954,,,
401808954,144.5,,
401809047,,,
401809047,,,
401809047,156.5,,
401809047,,,
401809047,,,
401809047,157.0,,
401809047,,,
401809047,156.0,,
401809047,,,
401809047,,,
401809047,156.0,,
401809047,,,
401809047,,,
401809047,156.0,,
401809047,,,
401809047,,,
401809047,156.5,,
401809047,,,
401809047,,,
401809047,156.5,,
401809047,,,
401809047,,,
401809047,156.5,,
401809047,,,
401809047,,,
401809047,156.0,,
401809047,,,
401809047,,,
401809047,157.0,,
401809073,,,
401809073,153.0,,
401809073,,,
401809073,,,
401809073,152.5,,
401809073,,,
401809073,,,
401809073,153.5,,
401809073,,,
401809073,153.0,,
401809075,,,
401809075,,,
401809075,144.5,,
401809075,,,
401809075,144.5,,
401809075,,,
401809075,,,
401809075,144.5,,
401809075,,,
401809075,,,
401809075,144.5,,
401809075,,,
401809075,,,
401809075,144.5,,
401809075,,,
401809075,,,
401809075,144.5,,
401809075,,,
401809075,,,
401809075,144.5,,
401809075,,,
401809075,144.5,,
401809077,,,
401809077,,,
401809077,141.5,,
401809077,,,
401809077,142.0,,
401809077,,,
401809077,,,
401809077,141.0,,
401809077,,,
401809077,,,
401809077,141.5,,
401809077,,,
401809077,,,
401809077,142.0,,
401809077,,,
401809077,,,
401809077,141.5,,
401809077,,,
401809077,,,
401809077,141.5,,
401809077,,,
401809077,,,
401809077,141.5,,
401809077,,,
401809077,142.0,,
401809078,,,
401809078,158.5,,
401809078,,,
401809078,159.0,,
401809078,,,
401809078,160.0,,
401809078,,,
401809078,159.0,,
401809078,,,
401809078,,,
401809078,158.5,,
401809078,,,
401809078,159.5,,
401809078,,,
401809078,,,
401809078,158.5,,
401809078,,,
401809078,159.0,,
401809083,,,
401809083,133.5,,
401809083,,,
401809083,134.0,,
401809083,,,
401809083,,,
401809083,134.5,,
401809083,,,
401809083,133.0,,
401809083,,,
401809083,134.5,,
401809083,,,
401809083,,,
401809083,133.5,,
401809083,,,
401809083,,,
401809083,134.0,,
401809083,,,
401809083,134.0,,
401809305,,,
401809305,,,
401809305,139.5,,
401809305,,,
401809305,,,
401809305,139.5,,
401809305,,,
401809305,,,
401809305,139.5,,
401809305,,,
401809305,,,
401809305,139.5,,
401809305,,,
401809305,,,
401809305,139.5,,
401809305,,,
401809305,,,
401809305,139.5,,
401809305,,,
401809305,,,
401809305,139.5,,
401809305,,,
401809305,,,
401809305,139.5,,
401809305,,,
401809305,,,
401809305,139.5,,
401809306,,,
401809306,,,
401809306,156.5,,
401809306,,,
401809306,,,
401809306,156.5,,
401809306,,,
401809306,,,
401809306,156.5,,
401809307,,,
401809307,,,
401809307,152.5,,
401809307,,,
401809307,,,
401809307,151.5,,
401809307,,,
401809307,,,
401809307,152.5,,
401809308,,,
401809308,,,
401809308,132.5,,
401809308,,,
401809308,,,
401809308,133.0,,
401809308,,,
401809308,,,
401809308,133.5,,
401809308,,,
401809308,,,
401809308,133.0,,
401809308,,,
401809308,,,
401809308,133.5,,
401809308,,,
401809308,133.0,,
401809308,,,
401809308,,,
401809308,132.5,,
401809308,,,
401809308,,,
401809308,132.5,,
401809308,,,
401809308,,,
401809308,133.0,,
401809308,,,
401809308,,,
401809308,133.0,,
401809309,,,
401809309,,,
401809309,165.5,,
401809309,,,
401809309,,,
401809309,165.0,,
401809309,,,
401809309,,,
401809309,166.5,,
401809309,,,
401809309,,,
401809309,165.0,,
401809309,,,
401809309,,,
401809309,165.5,,
401809309,,,
401809309,167.0,,
401809309,,,
401809309,,,
401809309,165.5,,
401809309,,,
401809309,,,
401809309,165.5,,
401809309,,,
401809309,,,
401809309,165.5,,
401809309,,,
401809309,,,
401809309,165.0,,
401809310,,,
401809310,,,
401809310,151.5,,
401809310,,,
401809310,,,
401809310,151.5,,
401809310,,,
401809310,,,
401809310,151.5,,
401809310,,,
401809310,,,
401809310,151.5,,
401809310,,,
401809310,,,
401809310,151.0,,
401809310,,,
401809310,151.5,,
401809310,,,
401809310,,,
401809310,151.5,,
401809310,,,
401809310,,,
401809310,151.5,,
401809310,,,
401809310,,,
401809310,151.5,,
401809310,,,
401809310,,,
401809310,151.5,,
401809311,,,
401809311,,,
401809311,138.5,,
401809311,,,
401809311,,,
401809311,138.5,,
401809311,,,
401809311,,,
401809311,138.5,,
401809311,,,
401809311,138.5,,
401809311,,,
401809311,,,
401809311,139.0,,
401809311,,,
401809311,138.5,,
401809311,,,
401809311,,,
401809311,138.5,,
401809311,,,
401809311,,,
401809311,138.5,,
401809311,,,
401809311,,,
401809311,139.0,,
401809311,,,
401809311,,,
401809311,138.5,,
401809312,,,
401809312,,,
401809312,140.5,,
401809312,,,
401809312,,,
401809312,140.0,,
401809312,,,
401809312,,,
401809312,140.5,,
401809312,,,
401809312,,,
401809312,140.5,,
401809312,,,
401809312,,,
401809312,140.5,,
401809312,,,
401809312,,,
401809312,140.0,,
401809312,,,
401809312,,,
401809312,140.5,,
401809312,,,
401809312,,,
401809312,140.5,,
401809312,,,
401809312,,,
401809312,140.5,,
401809312,,,
401809312,,,
401809312,140.0,,
401809393,,,
401809393,,,
401809393,143.5,,
401809393,,,
401809393,,,
401809393,144.5,,
401809393,,,
401809393,,,
401809393,143.5,,
401809393,,,
401809393,,,
401809393,143.0,,
401809393,,,
401809393,,,
401809393,142.5,,
401809393,,,
401809393,,,
401809393,143.5,,
401809393,,,
401809393,,,
401809393,143.5,,
401809393,,,
401809393,,,
401809393,145.5,,
401809393,,,
401809393,,,
401809393,143.5,,
401809393,,,
401809393,,,
401809393,144.5,,
401809394,,,
401809394,,,
401809394,150.5,,
401809394,,,
401809394,,,
401809394,150.0,,
401809394,,,
401809394,,,
401809394,150.5,,
401809394,,,
401809394,,,
401809394,150.0,,
401809394,,,
401809394,,,
401809394,150.0,,
401809394,,,
401809394,,,
401809394,150.5,,
401809394,,,
401809394,,,
401809394,150.5,,
401809394,,,
401809394,,,
401809394,150.5,,
401809394,,,
401809394,,,
401809394,150.0,,
401809394,,,
401809394,,,
401809394,150.0,,
401809395,,,
401809395,,,
401809395,140.5,,
401809395,,,
401809395,,,
401809395,139.5,,
401809395,,,
401809395,,,
401809395,141.5,,
401809395,,,
401809395,,,
401809395,141.0,,
401809395,,,
401809395,,,
401809395,138.5,,
401809395,,,
401809395,,,
401809395,140.5,,
401809395,,,
401809395,140.5,,
401809395,,,
401809395,,,
401809395,141.5,,
401809395,,,
401809395,,,
401809395,140.5,,
401809395,,,
401809395,,,
401809395,139.5,,
401809396,,,
401809396,,,
401809396,146.5,,
401809396,,,
401809396,,,
401809396,146.0,,
401809396,,,
401809396,,,
401809396,146.5,,
401809396,,,
401809396,,,
401809396,146.0,,
401809396,,,
401809396,,,
401809396,146.0,,
401809396,,,
401809396,,,
401809396,146.0,,
401809396,,,
401809396,,,
401809396,146.5,,
401809396,,,
401809396,,,
401809396,146.5,,
401809396,,,
401809396,,,
401809396,146.0,,
401809396,,,
401809396,,,
401809396,146.0,,
401809398,,,
401809398,,,
401809398,138.5,,
401809398,,,
401809398,,,
401809398,138.0,,
401809398,,,
401809398,,,
401809398,138.0,,
401809398,,,
401809398,,,
401809398,137.5,,
401809398,,,
401809398,,,
401809398,137.5,,
401809398,,,
401809398,,,
401809398,137.5,,
401809398,,,
401809398,,,
401809398,138.5,,
401809398,,,
401809398,,,
401809398,138.0,,
401809398,,,
401809398,,,
401809398,138.0,,
401809413,,,
401809413,,,
401809413,146.5,,
401809413,,,
401809413,146.0,,
401809413,,,
401809413,146.0,,
401809416,,,
401809416,,,
401809416,170.5,,
401809416,,,
401809416,,,
401809416,170.0,,
401809416,,,
401809416,,,
401809416,170.5,,
401809416,,,
401809416,,,
401809416,171.0,,
401809416,,,
401809416,,,
401809416,170.5,,
401809416,,,
401809416,,,
401809416,170.5,,
401809416,,,
401809416,,,
401809416,170.5,,
401809416,,,
401809416,,,
401809416,169.5,,
401809416,,,
401809416,,,
401809416,170.0,,
401809417,,,
401809417,,,
401809417,163.5,,
401809417,,,
401809417,162.0,,
401809417,,,
401809417,,,
401809417,164.0,,
401809417,,,
401809417,163.5,,
401809417,,,
401809417,163.5,,
401809417,,,
401809417,,,
401809417,163.5,,
401809417,,,
401809417,,,
401809417,163.5,,
401809417,,,
401809417,,,
401809417,163.5,,
401809417,,,
401809417,162.0,,
401809418,,,
401809418,151.5,,
401809418,,,
401809418,152.5,,
401809418,,,
401809418,152.0,,
401809418,,,
401809418,151.5,,
401809419,,,
401809419,,,
401809419,164.5,,
401809419,,,
401809419,,,
401809419,164.0,,
401809419,,,
401809419,,,
401809419,164.5,,
401809419,,,
401809419,,,
401809419,163.5,,
401809419,,,
401809419,,,
401809419,163.5,,
401809419,,,
401809419,,,
401809419,164.0,,
401809419,,,
401809419,,,
401809419,163.5,,
401809419,,,
401809419,,,
401809419,164.5,,
401809419,,,
401809419,,,
401809419,163.5,,
401809419,,,
401809419,,,
401809419,164.0,,
401811096,,,
401811096,,,
401811096,152.5,,
401811096,,,
401811096,,,
401811096,152.0,,
401811096,,,
401811096,,,
401811096,152.0,,
401811096,,,
401811096,,,
401811096,152.0,,
401811096,,,
401811096,,,
401811096,152.0,,
401811096,,,
401811096,,,
401811096,152.5,,
401811096,,,
401811096,,,
401811096,152.5,,
401811096,,,
401811096,,,
401811096,152.0,,
401811096,,,
401811096,,,
401811096,152.0,,
401811097,,,
401811097,,,
401811097,168.5,,
401811097,,,
401811097,,,
401811097,168.0,,
401811097,,,
401811097,,,
401811097,167.5,,
401811097,,,
401811097,,,
401811097,168.0,,
401811097,,,
401811097,,,
401811097,168.0,,
401811097,,,
401811097,,,
401811097,168.0,,
401811097,,,
401811097,,,
401811097,167.5,,
401811097,,,
401811097,,,
401811097,167.5,,
401811097,,,
401811097,,,
401811097,168.0,,
401811098,,,
401811098,,,
401811098,180.5,,
401811098,,,
401811098,,,
401811098,181.0,,
401811098,,,
401811098,,,
401811098,180.5,,
401811098,,,
401811098,,,
401811098,180.5,,
401811098,,,
401811098,,,
401811098,181.5,,
401811098,,,
401811098,,,
401811098,180.5,,
401811098,,,
401811098,,,
401811098,180.5,,
401811098,,,
401811098,,,
401811098,180.5,,
401811098,,,
401811098,,,
401811098,181.5,,
401811098,,,
401811098,,,
401811098,181.0,,
401811101,,,
401811101,,,
401811101,161.5,,
401811101,,,
401811101,,,
401811101,161.5,,
401811101,,,
401811101,,,
401811101,160.5,,
401811101,,,
401811101,,,
401811101,161.5,,
401811101,,,
401811101,,,
401811101,161.0,,
401811101,,,
401811101,,,
401811101,161.5,,
401811104,,,
401811104,,,
401811104,164.5,,
401811104,,,
401811104,,,
401811104,165.0,,
401811104,,,
401811104,,,
401811104,165.5,,
401811104,,,
401811104,,,
401811104,165.0,,
401811104,,,
401811104,,,
401811104,164.5,,
401811104,,,
401811104,164.5,,
401811104,,,
401811104,,,
401811104,164.5,,
401811104,,,
401811104,,,
401811104,164.5,,
401811104,,,
401811104,,,
401811104,165.0,,
401811104,,,
401811104,,,
401811104,165.0,,
401811105,,,
401811105,,,
401811105,174.5,,
401811105,,,
401811105,,,
401811105,174.5,,
401811105,,,
401811105,,,
401811105,175.5,,
401811105,,,
401811105,,,
401811105,174.5,,
401811105,,,
401811105,,,
401811105,174.5,,
401811105,,,
401811105,,,
401811105,174.5,,
401811105,,,
401811105,,,
401811105,174.5,,
401811105,,,
401811105,,,
401811105,174.5,,
401811105,,,
401811105,,,
401811105,174.5,,
401811106,,,
401811106,,,
401811106,174.5,,
401811106,,,
401811106,174.0,,
401811106,,,
401811106,174.0,,
401811106,,,
401811106,175.0,,
401811106,,,
401811106,174.5,,
401811106,,,
401811106,,,
401811106,174.5,,
401811106,,,
401811106,,,
401811106,173.5,,
401811106,,,
401811106,,,
401811106,174.5,,
401811106,,,
401811106,174.0,,
401811965,,,
401811965,,,
401811965,144.5,,
401811965,,,
401811965,,,
401811965,144.0,,
401811965,,,
401811965,,,
401811965,143.5,,
401811965,,,
401811965,,,
401811965,144.0,,
401811965,,,
401811965,145.0,,
401811965,,,
401811965,,,
401811965,144.5,,
401811965,,,
401811965,,,
401811965,144.5,,
401811965,,,
401811965,,,
401811965,144.0,,
401811966,,,
401811966,,,
401811966,157.5,,
401811966,,,
401811966,,,
401811966,157.5,,
401811966,,,
401811966,,,
401811966,157.5,,
401811966,,,
401811966,,,
401811966,158.0,,
401811966,,,
401811966,,,
401811966,158.5,,
401811966,,,
401811966,,,
401811966,157.5,,
401811966,,,
401811966,,,
401811966,157.5,,
401811966,,,
401811966,,,
401811966,158.5,,
401811966,,,
401811966,,,
401811966,158.5,,
401811966,,,
401811966,,,
401811966,157.5,,
401811967,,,
401811967,,,
401811967,173.5,,
401811967,,,
401811967,,,
401811967,173.5,,
401811967,,,
401811967,,,
401811967,174.5,,
401811967,,,
401811967,,,
401811967,173.5,,
401811967,,,
401811967,,,
401811967,173.5,,
401811967,,,
401811967,,,
401811967,173.5,,
401811967,,,
401811967,,,
401811967,173.5,,
401811967,,,
401811967,,,
401811967,173.5,,
401811967,,,
401811967,,,
401811967,173.5,,
401811968,,,
401811968,,,
401811968,158.5,,
401811968,,,
401811968,159.0,,
401811968,,,
401811968,,,
401811968,159.5,,
401811968,,,
401811968,,,
401811968,159.0,,
401811968,,,
401811968,,,
401811968,159.0,,
401811968,,,
401811968,,,
401811968,158.5,,
401811968,,,
401811968,,,
401811968,158.5,,
401811968,,,
401811968,,,
401811968,159.0,,
401811968,,,
401811968,159.0,,
401811970,,,
401811970,,,
401811970,156.5,,
401811970,,,
401811970,156.0,,
401811970,,,
401811970,156.5,,
401811970,,,
401811970,,,
401811970,156.5,,
401811970,,,
401811970,,,
401811970,154.5,,
401811970,,,
401811970,156.0,,
401811973,,,
401811973,,,
401811973,150.5,,
401811973,,,
401811973,,,
401811973,150.5,,
401811973,,,
401811973,,,
401811973,,,
401811973,,,
401811973,150.5,,
401811973,,,
401811973,,,
401811973,149.0,,
401811973,,,
401811973,,,
401811973,150.5,,
401811973,,,
401811973,,,
401811973,150.5,,
401811973,,,
401811973,,,
401811973,150.5,,
401811973,,,
401811973,,,
401811973,151.0,,
401811973,,,
401811973,,,
401811973,150.5,,
401812256,,,
401812256,,,
401812256,143.5,,
401812256,,,
401812256,143.0,,
401812256,,,
401812256,,,
401812256,143.0,,
401812256,,,
401812256,145.5,,
401812256,,,
401812256,143.0,,
401812256,,,
401812256,,,
401812256,142.5,,
401812256,,,
401812256,,,
401812256,142.5,,
401812256,,,
401812256,,,
401812256,143.0,,
401812256,,,
401812256,143.0,,
401812257,,,
401812257,,,
401812257,147.5,,
401812257,,,
401812257,147.5,,
401812257,,,
401812257,,,
401812257,148.0,,
401812257,,,
401812257,146.0,,
401812257,,,
401812257,147.5,,
401812257,,,
401812257,,,
401812257,147.5,,
401812257,,,
401812257,,,
401812257,147.5,,
401812257,,,
401812257,,,
401812257,147.5,,
401812257,,,
401812257,147.5,,
401812260,,,
401812260,168.5,,
401812260,,,
401812260,168.0,,
401812260,,,
401812260,168.5,,
401812260,,,
401812260,168.5,,
401812260,,,
401812260,169.0,,
401812260,,,
401812260,168.5,,
401812260,,,
401812260,168.5,,
401812260,,,
401812260,168.0,,
401812263,,,
401812263,,,
401812263,174.5,,
401812263,,,
401812263,,,
401812263,174.5,,
401812263,,,
401812263,,,
401812263,174.5,,
401812263,,,
401812263,,,
401812263,174.5,,
401812263,,,
401812263,,,
401812263,174.0,,
401812263,,,
401812263,,,
401812263,174.5,,
401812263,,,
401812263,,,
401812263,174.5,,
401812263,,,
401812263,,,
401812263,174.5,,
401812263,,,
401812263,,,
401812263,174.5,,
401812263,,,
401812263,,,
401812263,174.5,,
401812264,,,
401812264,,,
401812264,184.5,,
401812264,,,
401812264,,,
401812264,184.0,,
401812264,,,
401812264,,,
401812264,183.5,,
401812264,,,
401812264,,,
401812264,184.0,,
401812264,,,
401812264,,,
401812264,180.5,,
401812264,,,
401812264,,,
401812264,184.0,,
401812264,,,
401812264,,,
401812264,184.5,,
401812264,,,
401812264,,,
401812264,184.5,,
401812264,,,
401812264,,,
401812264,183.5,,
401812264,,,
401812264,,,
401812264,184.0,,
401812267,,,
401812267,,,
401812267,180.5,,
401812267,,,
401812267,,,
401812267,180.0,,
401812267,,,
401812267,,,
401812267,181.5,,
401812267,,,
401812267,,,
401812267,180.0,,
401812267,,,
401812267,182.0,,
401812267,,,
401812267,,,
401812267,182.0,,
401812267,,,
401812267,,,
401812267,180.5,,
401812267,,,
401812267,,,
401812267,180.5,,
401812267,,,
401812267,,,
401812267,181.0,,
401812267,,,
401812267,,,
401812267,180.0,,
401812276,,,
401812276,,,
401812276,159.5,,
401812276,,,
401812276,,,
401812276,160.0,,
401812276,,,
401812276,,,
401812276,160.0,,
401812276,,,
401812276,,,
401812276,159.5,,
401812276,,,
401812276,,,
401812276,159.5,,
401812276,,,
401812276,,,
401812276,159.5,,
401812276,,,
401812276,,,
401812276,160.5,,
401812276,,,
401812276,,,
401812276,159.5,,
401812276,,,
401812276,,,
401812276,160.0,,
401812282,,,
401812282,146.5,,
401812282,,,
401812282,146.5,,
401812282,,,
401812282,148.5,,
401812282,,,
401812282,148.5,,
401812282,,,
401812282,146.5,,
401812283,,,
401812283,,,
401812283,137.5,,
401812283,,,
401812283,137.5,,
401812283,,,
401812283,,,
401812283,137.5,,
401812283,,,
401812283,,,
401812283,137.0,,
401812283,,,
401812283,,,
401812283,137.5,,
401812283,,,
401812283,,,
401812283,137.5,,
401812283,,,
401812283,,,
401812283,137.5,,
401812283,,,
401812283,137.5,,
401812284,,,
401812284,,,
401812284,158.5,,
401812284,,,
401812284,159.0,,
401812284,,,
401812284,158.5,,
401812284,,,
401812284,159.0,,
401812284,,,
401812284,158.5,,
401812284,,,
401812284,158.5,,
401812284,,,
401812284,159.0,,
401812285,,,
401812285,,,
401812285,146.5,,
401812285,,,
401812285,146.5,,
401812285,,,
401812285,,,
401812285,146.5,,
401812285,,,
401812285,,,
401812285,146.5,,
401812285,,,
401812285,,,
401812285,146.5,,
401812285,,,
401812285,,,
401812285,146.5,,
401812285,,,
401812285,,,
401812285,146.5,,
401812285,,,
401812285,146.5,,
401812287,,,
401812287,,,
401812287,149.5,,
401812287,,,
401812287,149.0,,
401812287,,,
401812287,,,
401812287,150.5,,
401812287,,,
401812287,149.5,,
401812287,,,
401812287,,,
401812287,149.5,,
401812287,,,
401812287,,,
401812287,150.5,,
401812287,,,
401812287,149.0,,
401812575,,,
401812575,,,
401812575,174.5,,
401812575,,,
401812575,173.0,,
401812575,,,
401812575,,,
401812575,173.5,,
401812575,,,
401812575,174.5,,
401812575,,,
401812575,,,
401812575,174.5,,
401812575,,,
401812575,173.0,,
401812575,,,
401812575,,,
401812575,173.5,,
401812575,,,
401812575,,,
401812575,173.5,,
401812575,,,
401812575,,,
401812575,174.5,,
401812575,,,
401812575,173.0,,
401812576,,,
401812576,162.5,,
401812576,,,
401812576,,,
401812576,162.5,,
401812576,,,
401812576,,,
401812576,162.5,,
401812576,,,
401812576,,,
401812576,162.5,,
401812576,,,
401812576,,,
401812576,162.5,,
401812576,,,
401812576,,,
401812576,162.0,,
401812576,,,
401812576,,,
401812576,162.5,,
401812576,,,
401812576,,,
401812576,161.5,,
401812576,,,
401812576,,,
401812576,162.5,,
401812576,,,
401812576,,,
401812576,162.5,,
401812577,,,
401812577,,,
401812577,153.5,,
401812577,,,
401812577,,,
401812577,153.5,,
401812577,,,
401812577,,,
401812577,152.5,,
401812577,,,
401812577,,,
401812577,153.5,,
401812577,,,
401812577,,,
401812577,152.5,,
401812577,,,
401812577,153.5,,
401812577,,,
401812577,,,
401812577,153.5,,
401812577,,,
401812577,,,
401812577,153.5,,
401812577,,,
401812577,,,
401812577,152.5,,
401812577,,,
401812577,,,
401812577,153.5,,
401812578,,,
401812578,,,
401812578,153.5,,
401812578,,,
401812578,153.5,,
401812578,,,
401812578,,,
401812578,154.5,,
401812578,,,
401812578,153.5,,
401812578,,,
401812578,,,
401812578,153.5,,
401812578,,,
401812578,,,
401812578,153.5,,
401812578,,,
401812578,,,
401812578,154.5,,
401812578,,,
401812578,,,
401812578,153.5,,
401812578,,,
401812578,153.5,,
401812582,,,
401812582,,,
401812582,147.5,,
401812582,,,
401812582,,,
401812582,147.0,,
401812582,,,
401812582,,,
401812582,,,
401812582,,,
401812582,147.0,,
401812582,,,
401812582,,,
401812582,147.5,,
401812582,,,
401812582,,,
401812582,147.0,,
401812582,,,
401812582,,,
401812582,147.5,,
401812582,,,
401812582,,,
401812582,146.5,,
401812582,,,
401812582,,,
401812582,147.5,,
401812582,,,
401812582,,,
401812582,147.0,,
401812600,,,
401812600,,,
401812600,147.5,,
401812600,,,
401812600,147.5,,
401812600,,,
401812600,,,
401812600,147.5,,
401812600,,,
401812600,147.5,,
401812600,,,
401812600,147.5,,
401812600,,,
401812600,,,
401812600,147.5,,
401812600,,,
401812600,,,
401812600,147.5,,
401812600,,,
401812600,147.5,,
401812601,,,
401812601,,,
401812601,142.5,,
401812601,,,
401812601,,,
401812601,143.0,,
401812601,,,
401812601,,,
401812601,142.5,,
401812601,,,
401812601,,,
401812601,143.0,,
401812601,,,
401812601,,,
401812601,143.5,,
401812601,,,
401812601,,,
401812601,143.0,,
401812601,,,
401812601,,,
401812601,142.5,,
401812601,,,
401812601,,,
401812601,143.5,,
401812601,,,
401812601,,,
401812601,143.5,,
401812601,,,
401812601,,,
401812601,143.0,,
401812603,,,
401812603,,,
401812603,129.5,,
401812603,,,
401812603,,,
401812603,130.0,,
401812603,,,
401812603,,,
