pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
kentstategoldenflashes::portlandpilots,Portland Pilots,Kent State Golden Flashes,2025-12-14T22:00:00Z,2025-12-14 22:00:00+00:00,,2025-12-14 22:00:00+00:00,2025-12-14 22:00:00+00:00,0.0
marylandeasternshore::virginiatech,Virginia Tech Hokies,Maryland Eastern Shore Hawks,2025-12-14T17:00:00Z,2025-12-14 17:00:00+00:00,,2025-12-14 17:00:00+00:00,2025-12-14 17:00:00+00:00,0.0
merrimack::vermontcatamounts,Vermont Catamounts,Merrimack Warriors,2025-12-14T19:00:00Z,2025-12-14 19:00:00+00:00,,2025-12-14 19:00:00+00:00,2025-12-14 19:00:00+00:00,0.0
minnesotagolden::texassouthern,Minnesota Golden Gophers,Texas Southern Tigers,2025-12-14T18:00:00Z,2025-12-14 18:00:00+00:00,,2025-12-14 18:00:00+00:00,2025-12-14 18:00:00+00:00,0.0
northtexas::southalabama,South Alabama Jaguars,North Texas Mean Green,2025-12-14T22:30:00Z,2025-12-14 22:30:00+00:00,,2025-12-14 22:30:00+00:00,2025-12-14 22:30:00+00:00,0.0
queensroyals::wakeforestdemon,Wake Forest Demon Deacons,Queens University Royals,2025-12-14T22:00:00Z,2025-12-14 22:00:00+00:00,,2025-12-14 22:00:00+00:00,2025-12-14 22:00:00+00:00,0.0
southeastmissouristate::stxavieril,Southeast Missouri State Redhawks,St. Xavier  (IL) Cougars,2025-12-14T20:00:00Z,2025-12-14 20:00:00+00:00,,2025-12-14 20:00:00+00:00,2025-12-14 20:00:00+00:00,0.0
thieltomcats::youngstownstate,Youngstown State Penguins,Thiel Tomcats,2025-12-14T19:00:00Z,2025-12-14 19:00:00+00:00,,2025-12-14 19:00:00+00:00,2025-12-14 19:00:00+00:00,0.0
troytrojans::uabblazers,UAB Blazers,Troy Trojans,2025-12-14T20:00:00Z,2025-12-14 20:00:00+00:00,,2025-12-14 20:00:00+00:00,2025-12-14 20:00:00+00:00,0.0
usctrojans::washingtonstate,USC Trojans,Washington State Cougars,2025-12-15T00:30:00Z,2025-12-15 00:30:00+00:00,,2025-12-15 00:30:00+00:00,2025-12-15 00:30:00+00:00,0.0
