pair_key,home_team,away_team,our_start_iso,our_start_dt,sched_commence_time,sched_start_time,sched_dt,diff_minutes
chicagostate::youngstownstate,Youngstown State Penguins,Chicago State Cougars,2025-11-28T20:00:00Z,2025-11-28 20:00:00+00:00,,2025-11-28 20:00:00+00:00,2025-11-28 20:00:00+00:00,0.0
clevelandstate::missouri,Missouri Tigers,Cleveland State Vikings,2025-11-28T19:00:00Z,2025-11-28 19:00:00+00:00,,2025-11-28 19:00:00+00:00,2025-11-28 19:00:00+00:00,0.0
colgateraiders::ualbanygreatdanes,UAlbany Great Danes,Colgate Raiders,2025-11-29T00:30:00Z,2025-11-29 00:30:00+00:00,,2025-11-29 00:30:00+00:00,2025-11-29 00:30:00+00:00,0.0
colorado::washington,Colorado Buffaloes,Washington Huskies,2025-11-28T21:30:00Z,2025-11-28 21:30:00+00:00,,2025-11-28 21:30:00+00:00,2025-11-28 21:30:00+00:00,0.0
coloradostate::southfloridabulls,South Florida Bulls,Colorado State Rams,2025-11-28T21:30:00Z,2025-11-28 21:30:00+00:00,,2025-11-28 21:30:00+00:00,2025-11-28 21:30:00+00:00,0.0
connecticut::illinoisfightingillini,UConn Huskies,Illinois Fighting Illini,2025-11-28T17:30:00Z,2025-11-28 17:30:00+00:00,,2025-11-28 17:30:00+00:00,2025-11-28 17:30:00+00:00,0.0
davidson::northcarolinaaandt,Davidson Wildcats,North Carolina A&T Aggies,2025-11-28T21:00:00Z,2025-11-28 21:00:00+00:00,,2025-11-28 21:00:00+00:00,2025-11-28 21:00:00+00:00,0.0
depaulblue::georgiatechyellowjackets,DePaul Blue Demons,Georgia Tech Yellow Jackets,2025-11-29T00:00:00Z,2025-11-29 00:00:00+00:00,,2025-11-29 00:00:00+00:00,2025-11-29 00:00:00+00:00,0.0
drake::louisianastate,Drake Bulldogs,LSU Tigers,2025-11-29T07:30:00Z,2025-11-29 07:30:00+00:00,,2025-11-29 02:30:00+00:00,2025-11-29 02:30:00+00:00,300.0
easternillinois::purdueboilermakers,Purdue Boilermakers,Eastern Illinois Panthers,2025-11-28T17:00:00Z,2025-11-28 17:00:00+00:00,,2025-11-28 17:00:00+00:00,2025-11-28 17:00:00+00:00,0.0
easternmichigan::njit,Eastern Michigan Eagles,NJIT Highlanders,2025-11-28T21:00:00Z,2025-11-28 21:00:00+00:00,,2025-11-28 21:00:00+00:00,2025-11-28 21:00:00+00:00,0.0
floridagators::providence,Florida Gators,Providence Friars,2025-11-28T20:00:00Z,2025-11-28 20:00:00+00:00,,2025-11-28 20:00:00+00:00,2025-11-28 20:00:00+00:00,0.0
floridastateseminoles::texasaandm,Florida State Seminoles,Texas A&M Aggies,2025-11-28T22:00:00Z,2025-11-28 22:00:00+00:00,,2025-11-28 22:00:00+00:00,2025-11-28 22:00:00+00:00,0.0
fordham::franklinpierceravens,Fordham Rams,Franklin Pierce Ravens,2025-11-28T22:00:00Z,2025-11-28 22:00:00+00:00,,2025-11-28 22:00:00+00:00,2025-11-28 22:00:00+00:00,0.0
furmanpaladins::illinoisstate,Illinois State Redbirds,Furman Paladins,2025-11-28T20:00:00Z,2025-11-28 20:00:00+00:00,,2025-11-28 20:00:00+00:00,2025-11-28 20:00:00+00:00,0.0
gardnerwebbrunnin::selouisiana,Gardner-Webb Runnin' Bulldogs,SE Louisiana Lions,2025-11-28T17:00:00Z,2025-11-28 17:00:00+00:00,,2025-11-28 17:00:00+00:00,2025-11-28 17:00:00+00:00,0.0
georgetownhoyas::miamihurricanes,Georgetown Hoyas,Miami Hurricanes,2025-11-29T00:00:00Z,2025-11-29 00:00:00+00:00,,2025-11-29 00:00:00+00:00,2025-11-29 00:00:00+00:00,0.0
hawaiirainbow::northdakotafighting,Hawai'i Rainbow Warriors,North Dakota Fighting Hawks,2025-11-29T09:59:00Z,2025-11-29 09:59:00+00:00,,2025-11-29 04:59:00+00:00,2025-11-29 04:59:00+00:00,300.0
hofstrapride::lasalle,La Salle Explorers,Hofstra Pride,2025-11-28T19:00:00Z,2025-11-28 19:00:00+00:00,,2025-11-28 19:00:00+00:00,2025-11-28 19:00:00+00:00,0.0
holycrosscollegeinsaints::purduefortwaynemastodons,Purdue Fort Wayne Mastodons,Holy Cross College (IN) Saints,2025-11-28T19:00:00Z,2025-11-28 19:00:00+00:00,,2025-11-28 19:00:00+00:00,2025-11-28 19:00:00+00:00,0.0
idahovandals::samhoustonbearkats,Idaho Vandals,Sam Houston Bearkats,2025-11-29T07:00:00Z,2025-11-29 07:00:00+00:00,,2025-11-29 02:00:00+00:00,2025-11-29 02:00:00+00:00,300.0
jacksonstate::louisiana,Louisiana Ragin' Cajuns,Jackson State Tigers,2025-11-29T06:00:00Z,2025-11-29 06:00:00+00:00,,2025-11-29 01:00:00+00:00,2025-11-29 01:00:00+00:00,300.0
lafayette::lemoyne,Lafayette Leopards,Le Moyne Dolphins,2025-11-28T21:30:00Z,2025-11-28 21:30:00+00:00,,2025-11-28 21:30:00+00:00,2025-11-28 21:30:00+00:00,0.0
lehighmountain::ucsantabarbaragauchos,Lehigh Mountain Hawks,UC Santa Barbara Gauchos,2025-11-28T21:30:00Z,2025-11-28 21:30:00+00:00,,2025-11-28 21:30:00+00:00,2025-11-28 21:30:00+00:00,0.0
longwood::sienasaints,Longwood Lancers,Siena Saints,2025-11-28T18:00:00Z,2025-11-28 18:00:00+00:00,,2025-11-28 18:00:00+00:00,2025-11-28 18:00:00+00:00,0.0
loyolamarymount::stonybrook,Loyola Marymount Lions,Stony Brook Seawolves,2025-11-29T08:00:00Z,2025-11-29 08:00:00+00:00,,2025-11-29 03:00:00+00:00,2025-11-29 03:00:00+00:00,300.0
marquettegolden::oklahomasooners,Marquette Golden Eagles,Oklahoma Sooners,2025-11-28T19:00:00Z,2025-11-28 19:00:00+00:00,,2025-11-28 19:00:00+00:00,2025-11-28 19:00:00+00:00,0.0
merrimack::pennsylvania,Pennsylvania Quakers,Merrimack Warriors,2025-11-28T21:30:00Z,2025-11-28 21:30:00+00:00,,2025-11-28 21:30:00+00:00,2025-11-28 21:30:00+00:00,0.0
midwesternstate::tarletonstate,Tarleton State Texans,Midwestern State Mustangs,2025-11-28T22:00:00Z,2025-11-28 22:00:00+00:00,,2025-11-28 22:00:00+00:00,2025-11-28 22:00:00+00:00,0.0
minnesotagolden::santaclara,Minnesota Golden Gophers,Santa Clara Broncos,2025-11-29T07:30:00Z,2025-11-29 07:30:00+00:00,,2025-11-29 02:30:00+00:00,2025-11-29 02:30:00+00:00,300.0
mississippistate::smu,Mississippi State Bulldogs,SMU Mustangs,2025-11-29T00:00:00Z,2025-11-29 00:00:00+00:00,,2025-11-29 00:00:00+00:00,2025-11-29 00:00:00+00:00,0.0
missouribaptist::siuedwardsville,SIU Edwardsville Cougars,Missouri Baptist Spartans,2025-11-28T21:00:00Z,2025-11-28 21:00:00+00:00,,2025-11-28 21:00:00+00:00,2025-11-28 21:00:00+00:00,0.0
navymidshipmen::uncwilmingtonseahawks,UNC Wilmington Seahawks,Navy Midshipmen,2025-11-28T20:00:00Z,2025-11-28 20:00:00+00:00,,2025-11-28 20:00:00+00:00,2025-11-28 20:00:00+00:00,0.0
nevadawolfpack::sanfrancisco,Nevada Wolf Pack,San Francisco Dons,2025-11-28T19:00:00Z,2025-11-28 19:00:00+00:00,,2025-11-28 19:00:00+00:00,2025-11-28 19:00:00+00:00,0.0
nichollscolonels::tulanegreen,Tulane Green Wave,Nicholls Colonels,2025-11-28T20:00:00Z,2025-11-28 20:00:00+00:00,,2025-11-28 20:00:00+00:00,2025-11-28 20:00:00+00:00,0.0
northeastern::wakeforestdemon,Wake Forest Demon Deacons,Northeastern Huskies,2025-11-28T17:00:00Z,2025-11-28 17:00:00+00:00,,2025-11-28 17:00:00+00:00,2025-11-28 17:00:00+00:00,0.0
ohiostatebuckeyes::pittsburgh,Pittsburgh Panthers,Ohio State Buckeyes,2025-11-29T00:00:00Z,2025-11-29 00:00:00+00:00,,2025-11-29 00:00:00+00:00,2025-11-29 00:00:00+00:00,0.0
queensroyals::virginiacavaliers,Virginia Cavaliers,Queens University Royals,2025-11-28T21:00:00Z,2025-11-28 21:00:00+00:00,,2025-11-28 21:00:00+00:00,2025-11-28 21:00:00+00:00,0.0
robertmorriscolonials::southernutahthunderbirds,Robert Morris Colonials,Southern Utah Thunderbirds,2025-11-28T19:00:00Z,2025-11-28 19:00:00+00:00,,2025-11-28 19:00:00+00:00,2025-11-28 19:00:00+00:00,0.0
seattleu::texasstate,Seattle U Redhawks,Texas State Bobcats,2025-11-28T19:00:00Z,2025-11-28 19:00:00+00:00,,2025-11-28 19:00:00+00:00,2025-11-28 19:00:00+00:00,0.0
stanfordcardinal::stlouis,Saint Louis Billikens,Stanford Cardinal,2025-11-29T00:00:00Z,2025-11-29 00:00:00+00:00,,2025-11-29 00:00:00+00:00,2025-11-29 00:00:00+00:00,0.0
stmarys::vanderbilt,Vanderbilt Commodores,Saint Mary's Gaels,2025-11-28T18:00:00Z,2025-11-28 18:00:00+00:00,,2025-11-28 18:00:00+00:00,2025-11-28 18:00:00+00:00,0.0
tcuhornedfrogs::wisconsinbadgers,TCU Horned Frogs,Wisconsin Badgers,2025-11-28T22:30:00Z,2025-11-28 22:30:00+00:00,,2025-11-28 22:30:00+00:00,2025-11-28 22:30:00+00:00,0.0
texasaandmcorpuschristi::xavier,Xavier Musketeers,Texas A&M-Corpus Christi Islanders,2025-11-28T22:30:00Z,2025-11-28 22:30:00+00:00,,2025-11-28 22:30:00+00:00,2025-11-28 22:30:00+00:00,0.0
vcu::virginiatech,VCU Rams,Virginia Tech Hokies,2025-11-28T15:30:00Z,2025-11-28 15:30:00+00:00,,2025-11-28 15:30:00+00:00,2025-11-28 15:30:00+00:00,0.0
westernkentuckyhilltoppers::wichitastateshockers,Western Kentucky Hilltoppers,Wichita State Shockers,2025-11-29T00:00:00Z,2025-11-29 00:00:00+00:00,,2025-11-29 00:00:00+00:00,2025-11-29 00:00:00+00:00,0.0
