date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,abs_margin_proxy,abs_margin_proxy_source,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end,mu_home_poss_seg,mu_away_poss_seg,mu_total_poss_seg,q10_total_poss_seg,q50_total_poss_seg,q90_total_poss_seg,mu_home_tov_seg,mu_away_tov_seg,mu_total_tov_seg,q10_total_tov_seg,q50_total_tov_seg,q90_total_tov_seg,mu_home_fta_seg,mu_away_fta_seg,mu_total_fta_seg,q10_total_fta_seg,q50_total_fta_seg,q90_total_fta_seg,mu_home_fga2_seg,mu_away_fga2_seg,mu_total_fga2_seg,q10_total_fga2_seg,q50_total_fga2_seg,q90_total_fga2_seg,mu_home_fga3_seg,mu_away_fga3_seg,mu_total_fga3_seg,q10_total_fga3_seg,q50_total_fga3_seg,q90_total_fga3_seg
2026-02-09,401808717,Stephen F. Austin Lumberjacks,East Texas A&M Lions,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,15.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,8.5985,8.64925,17.24775,-0.05075,5.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,24.0,-6.0,0.0,6.0,25.0065,25.1375,48.78122375761463,-0.131,17.0,25.0,34.0,17.0,25.0,34.0,34.63722375761463,48.63722375761463,62.63722375761463,-10.0,0.0,10.0,8.76925,8.768,17.53725,12.0,17.0,23.0,1.5405,1.5195,3.06,1.0,3.0,5.0,1.682,1.636,3.318,1.0,3.0,6.0,4.13325,4.13625,8.2695,5.0,8.0,12.0,2.32125,2.3115,4.63275,2.0,4.0,7.0
2026-02-09,401808717,Stephen F. Austin Lumberjacks,East Texas A&M Lions,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,15.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,8.8945,8.91525,17.80975,-0.02075,5.0,9.0,13.0,5.0,9.0,13.0,11.0,18.0,25.0,-5.0,0.0,5.099999999999909,33.901,34.05275,68.24374203532388,-0.15175,23.0,34.0,45.0,23.0,34.0,45.0,50.28999203532388,68.28999203532388,86.28999203532388,-12.0,0.0,12.0,9.064,9.0365,18.1005,12.0,18.0,24.0,1.555,1.60225,3.15725,1.0,3.0,6.0,1.68875,1.702,3.39075,1.0,3.0,6.0,4.216,4.186,8.402,5.0,8.0,12.0,2.38625,2.366,4.75225,2.0,5.0,8.0
2026-02-09,401808717,Stephen F. Austin Lumberjacks,East Texas A&M Lions,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,15.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,9.1335,9.14,18.2735,-0.0065,5.0,9.0,14.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,0.0,6.0,43.0345,43.19275,83.98272618617207,-0.15825,32.0,43.0,54.0,32.0,43.0,55.0,63.362029745469385,83.71176575606586,104.16830794896217,-14.0,0.0,13.0,8.74225,8.73375,17.476,12.0,17.0,23.0,1.5305,1.51425,3.04475,1.0,3.0,5.0,1.66575,1.6715,3.33725,1.0,3.0,6.0,4.0825,4.08175,8.16425,5.0,8.0,12.0,2.31175,2.28775,4.5995,2.0,4.0,7.0
2026-02-09,401808717,Stephen F. Austin Lumberjacks,East Texas A&M Lions,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,15.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,8.842,8.89,17.732,-0.048,5.0,9.0,13.0,5.0,9.0,13.0,11.900000000000034,17.0,24.0,-6.0,0.0,5.0,51.8765,52.08275,101.29464476959868,-0.20625,40.0,52.0,64.0,40.0,52.0,64.0,77.54850188819333,101.24797390938627,125.1610582951789,-15.0,0.0,15.0,8.5445,8.523,17.0675,12.0,17.0,23.0,1.5025,1.487,2.9895,1.0,3.0,5.0,1.63125,1.5985,3.22975,1.0,3.0,6.0,3.984,3.97475,7.95875,4.0,8.0,12.0,2.25575,2.26075,4.5165,2.0,4.0,7.0
2026-02-09,401808717,Stephen F. Austin Lumberjacks,East Texas A&M Lions,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,15.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,9.16625,9.0925,18.25875,0.07375,5.0,9.0,14.0,5.0,9.0,13.0,12.0,18.0,25.0,-5.0,0.0,6.0,61.04275,61.17525,119.9500832753168,-0.1325,48.0,61.0,74.0,49.0,61.0,75.0,101.16806720536071,119.6997529308446,138.0050725511473,-16.0,0.0,16.0,8.76125,8.787,17.54825,12.0,17.0,23.0,1.52825,1.53025,3.0585,1.0,3.0,5.0,1.6415,1.682,3.3235,1.0,3.0,6.0,4.115,4.0645,8.1795,5.0,8.0,12.0,2.25625,2.369,4.62525,2.0,4.0,8.0
2026-02-09,401808717,Stephen F. Austin Lumberjacks,East Texas A&M Lions,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,15.5,spread,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,10.052,10.13925,20.19125,-0.08725,6.0,10.0,15.0,6.0,10.0,15.0,13.0,20.0,27.0,-6.0,0.0,6.0,71.09475,71.3145,142.40925,-0.21975,57.0,71.0,85.0,57.0,71.0,86.0,120.0,142.0,165.0,-18.0,0.0,17.0,9.75275,9.757,19.50975,14.0,19.0,26.0,1.70975,1.72075,3.4305,1.0,3.0,6.0,1.844,1.8955,3.7395,1.0,3.0,7.0,4.56575,4.544,9.10975,5.0,9.0,13.0,2.5675,2.54225,5.10975,2.0,5.0,8.0
2026-02-09,401808884,McNeese Cowboys,Houston Christian Huskies,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,18.0,spread,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,7.682,7.93675,15.61875,-0.25475,4.0,7.0,12.0,4.0,8.0,12.0,10.0,15.0,22.0,-5.099999999999966,0.0,5.0,7.682,7.93675,15.38523199327895,-0.25475,4.0,7.0,12.0,4.0,8.0,12.0,9.76648199327895,14.76648199327895,21.76648199327895,-5.099999999999966,0.0,5.0,7.95775,8.02875,15.9865,11.0,16.0,22.0,1.422,1.41575,2.83775,1.0,3.0,5.0,1.517,1.515,3.032,1.0,3.0,6.0,3.749,3.76975,7.51875,4.0,7.0,11.0,2.09925,2.09875,4.198,2.0,4.0,7.0
2026-02-09,401808884,McNeese Cowboys,Houston Christian Huskies,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,18.0,spread,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,7.8865,8.07425,15.96075,-0.18775,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,22.0,-5.0,0.0,5.0,15.5685,16.011,30.994686208780124,-0.4425,10.0,15.0,22.0,10.0,16.0,23.0,21.415186208780124,30.415186208780124,41.41518620878012,-8.0,-1.0,7.0,8.17225,8.208,16.38025,11.0,16.0,22.0,1.41925,1.424,2.84325,1.0,3.0,5.0,1.57025,1.5715,3.14175,1.0,3.0,6.0,3.76125,3.7715,7.53275,4.0,7.0,11.0,2.1475,2.1615,4.309,2.0,4.0,7.0
2026-02-09,401808884,McNeese Cowboys,Houston Christian Huskies,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,18.0,spread,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,8.1535,8.42375,16.57725,-0.27025,4.0,8.0,12.0,4.0,8.0,13.0,10.0,16.0,23.0,-6.0,0.0,5.0,23.722,24.43475,46.79397375761463,-0.71275,15.0,23.0,32.0,16.0,24.0,33.0,33.63722375761463,46.63722375761463,60.63722375761463,-11.0,-1.0,9.0,8.40925,8.41325,16.8225,11.0,17.0,23.0,1.4565,1.44275,2.89925,1.0,3.0,5.0,1.60475,1.60375,3.2085,1.0,3.0,6.0,3.969,3.95,7.919,4.0,8.0,12.0,2.227,2.24125,4.46825,2.0,4.0,7.0
2026-02-09,401808884,McNeese Cowboys,Houston Christian Huskies,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,18.0,spread,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,8.4545,8.774,17.2285,-0.3195,4.0,8.0,13.0,5.0,9.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,32.1765,33.20875,65.67524203532388,-1.03225,22.0,32.0,43.0,23.0,33.0,44.0,48.28999203532388,65.28999203532388,83.28999203532388,-13.0,-1.0,11.0,8.8035,8.69275,17.49625,12.0,17.0,23.0,1.5275,1.55625,3.08375,1.0,3.0,5.0,1.6685,1.66875,3.33725,1.0,3.0,6.0,4.05875,4.04575,8.1045,5.0,8.0,12.0,2.3255,2.286,4.6115,2.0,4.0,7.0
2026-02-09,401808884,McNeese Cowboys,Houston Christian Huskies,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,18.0,spread,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,8.53325,8.78125,17.3145,-0.248,4.0,8.0,13.0,5.0,9.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,40.70975,41.99,79.81561736346947,-1.28025,29.0,41.0,52.0,31.0,42.0,54.0,59.50758028707067,79.07092866226682,100.7410832197628,-15.0,-1.0,12.0,8.3645,8.35625,16.72075,11.0,16.0,22.0,1.47625,1.4965,2.97275,1.0,3.0,5.0,1.6055,1.599,3.2045,1.0,3.0,6.0,3.91675,3.89325,7.81,4.0,8.0,12.0,2.2075,2.19625,4.40375,2.0,4.0,7.0
2026-02-09,401808884,McNeese Cowboys,Houston Christian Huskies,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,18.0,spread,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,8.3215,8.6925,17.014,-0.371,4.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,49.03125,50.6825,95.76992712419352,-1.65125,37.0,49.0,61.0,39.0,50.0,63.0,70.8396029713959,94.9662997217882,121.3066088367802,-16.0,-2.0,13.0,8.19175,8.16175,16.3535,11.0,16.0,22.0,1.45025,1.42475,2.875,1.0,3.0,5.0,1.547,1.541,3.088,1.0,3.0,6.0,3.78875,3.83,7.61875,4.0,7.0,11.0,2.15525,2.16175,4.317,2.0,4.0,7.0
2026-02-09,401808884,McNeese Cowboys,Houston Christian Huskies,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,18.0,spread,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,8.56575,8.768,17.33375,-0.20225,4.0,8.0,13.0,5.0,9.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,57.597,59.4505,115.20410676362587,-1.8535,44.0,57.0,71.0,46.0,59.0,73.0,95.32401091768044,115.04331838904406,135.08304440730717,-17.0,-2.0,14.0,8.44525,8.4055,16.85075,11.0,17.0,23.0,1.49075,1.47175,2.9625,1.0,3.0,5.0,1.5915,1.6145,3.206,1.0,3.0,6.0,3.943,3.92825,7.87125,4.0,8.0,12.0,2.2045,2.20575,4.41025,2.0,4.0,7.0
2026-02-09,401808884,McNeese Cowboys,Houston Christian Huskies,2026-02-09 19:30,2026-02-10T00:30:00Z,EST,18.0,spread,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,9.53075,9.8425,19.37325,-0.31175,5.0,9.0,14.0,5.0,10.0,15.0,13.0,19.0,26.0,-6.0,0.0,5.0,67.12775,69.293,136.42075,-2.16525,53.0,67.0,82.0,54.900000000000034,69.0,84.0,112.0,136.0,161.0,-19.0,-2.0,15.0,9.3495,9.4275,18.777,13.0,18.0,25.0,1.61675,1.6555,3.27225,1.0,3.0,6.0,1.74,1.7575,3.4975,1.0,3.0,6.0,4.35575,4.36475,8.7205,5.0,9.0,13.0,2.5035,2.4665,4.97,2.0,5.0,8.0
2026-02-09,401808912,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,,,,2.3518289947609503,expected,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,8.40525,8.2255,16.63075,0.17975,4.0,8.0,13.0,4.0,8.0,13.0,10.0,16.0,23.0,-5.0,0.0,6.0,8.40525,8.2255,16.397231993278947,0.17975,4.0,8.0,13.0,4.0,8.0,13.0,9.76648199327895,15.76648199327895,22.76648199327895,-5.0,0.0,6.0,8.3255,8.33625,16.66175,11.0,16.0,22.0,1.45825,1.4475,2.90575,1.0,3.0,5.0,1.5585,1.60875,3.16725,1.0,3.0,6.0,3.88525,3.88875,7.774,4.0,8.0,12.0,2.19825,2.16075,4.359,2.0,4.0,7.0
2026-02-09,401808912,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,,,,2.3518289947609503,expected,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,8.6115,8.316,16.9275,0.2955,5.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,23.0,-5.0,0.0,6.0,17.01675,16.5415,32.973436208780114,0.47525,11.0,17.0,24.0,10.0,16.0,23.0,22.415186208780124,32.41518620878012,43.41518620878012,-7.0,1.0,8.0,8.4635,8.48425,16.94775,11.0,17.0,23.0,1.47475,1.502,2.97675,1.0,3.0,5.0,1.63725,1.608,3.24525,1.0,3.0,6.0,3.9835,3.94175,7.92525,4.0,8.0,12.0,2.22,2.22975,4.44975,2.0,4.0,7.0
2026-02-09,401808912,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,,,,2.3518289947609503,expected,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,8.943,8.703,17.646,0.24,5.0,9.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,6.0,25.95975,25.2445,49.84147375761462,0.71525,17.0,26.0,35.0,17.0,25.0,34.0,35.63722375761463,49.63722375761463,64.63722375761463,-9.0,1.0,11.0,8.78925,8.78025,17.5695,12.0,17.0,24.0,1.53425,1.5145,3.04875,1.0,3.0,5.0,1.64825,1.6885,3.33675,1.0,3.0,6.0,4.097,4.15225,8.24925,5.0,8.0,12.0,2.30375,2.266,4.56975,2.0,4.0,7.0
2026-02-09,401808912,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,,,,2.3518289947609503,expected,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,9.22275,8.95375,18.1765,0.269,5.0,9.0,14.0,5.0,9.0,13.0,12.0,18.0,25.0,-5.0,0.0,6.0,35.1825,34.19825,69.67074203532387,0.98425,24.0,35.0,47.0,23.0,34.0,46.0,51.28999203532388,69.28999203532388,89.28999203532388,-11.0,1.0,13.0,9.0755,9.053,18.1285,12.0,18.0,24.0,1.56125,1.56975,3.131,1.0,3.0,6.0,1.759,1.72775,3.48675,1.0,3.0,6.0,4.27,4.2555,8.5255,5.0,8.0,12.0,2.366,2.40875,4.77475,2.0,5.0,8.0
2026-02-09,401808912,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,,,,2.3518289947609503,expected,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,9.3565,9.00475,18.36125,0.35175,5.0,9.0,14.0,5.0,9.0,13.0,12.0,18.0,25.0,-5.0,0.0,6.0,44.539,43.203,85.76061991781329,1.336,33.0,44.0,56.0,32.0,43.0,55.0,64.57564211006907,84.92537812066554,107.59553267816152,-12.0,1.0,14.0,8.6925,8.67525,17.36775,12.0,17.0,23.0,1.5215,1.5375,3.059,1.0,3.0,5.0,1.67675,1.62575,3.3025,1.0,3.0,6.0,4.06525,4.12875,8.194,5.0,8.0,12.0,2.25575,2.26825,4.524,2.0,4.0,7.0
2026-02-09,401808912,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,,,,2.3518289947609503,expected,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,9.22625,8.92225,18.1485,0.304,5.0,9.0,14.0,5.0,9.0,13.0,12.0,18.0,25.0,-5.0,0.0,6.0,53.76525,52.12525,103.75218223288115,1.64,42.0,54.0,66.0,40.0,52.0,64.0,78.9757266173927,103.67519863858564,129.01550775357762,-12.0,2.0,16.0,8.49525,8.51825,17.0135,12.0,17.0,23.0,1.47225,1.48275,2.955,1.0,3.0,5.0,1.629,1.617,3.246,1.0,3.0,6.0,4.019,3.9545,7.9735,4.0,8.0,12.0,2.2635,2.22225,4.48575,2.0,4.0,7.0
2026-02-09,401808912,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,,,,2.3518289947609503,expected,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,9.41075,9.05375,18.4645,0.357,5.0,9.0,14.0,5.0,9.0,13.0,12.0,18.0,25.0,-5.0,0.0,6.0,63.176,61.179,121.90799327173694,1.997,50.0,63.0,77.0,48.0,61.0,74.0,102.90247360332116,121.43415932880502,141.47388534706812,-14.0,2.0,18.0,8.79375,8.7875,17.58125,12.0,17.0,23.0,1.5055,1.54,3.0455,1.0,3.0,5.0,1.6785,1.66775,3.34625,1.0,3.0,6.0,4.081,4.0955,8.1765,5.0,8.0,12.0,2.32575,2.30675,4.6325,2.0,4.0,7.0
2026-02-09,401808912,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,,,,2.3518289947609503,expected,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,10.38575,10.13225,20.518,0.2535,6.0,10.0,15.0,6.0,10.0,15.0,14.0,20.0,28.0,-6.0,0.0,6.0,73.56175,71.31125,144.873,2.2505,59.0,73.0,88.0,57.0,71.0,86.0,122.0,144.0,169.0,-15.0,2.0,19.0,9.80425,9.80475,19.609,14.0,19.0,26.0,1.72075,1.71675,3.4375,1.0,3.0,6.0,1.86225,1.845,3.70725,1.0,3.0,7.0,4.577,4.61875,9.19575,5.0,9.0,13.0,2.55525,2.53625,5.0915,2.0,5.0,8.0
