date,game_id,home_team,away_team,start_time_local,start_time_iso,start_tz_abbr,segment_probs_source,segment_probs_half1_len_passed,segment_probs_half2_len_passed,segment_probs_half1_hash_passed,segment_probs_half2_hash_passed,segment,half,start_min,end_min,mu_home_pts_seg,mu_away_pts_seg,mu_total_pts_seg,mu_margin_pts_seg,q10_home_pts_seg,q50_home_pts_seg,q90_home_pts_seg,q10_away_pts_seg,q50_away_pts_seg,q90_away_pts_seg,q10_total_pts_seg,q50_total_pts_seg,q90_total_pts_seg,q10_margin_pts_seg,q50_margin_pts_seg,q90_margin_pts_seg,mu_home_score_end,mu_away_score_end,mu_total_score_end,mu_margin_score_end,q10_home_score_end,q50_home_score_end,q90_home_score_end,q10_away_score_end,q50_away_score_end,q90_away_score_end,q10_total_score_end,q50_total_score_end,q90_total_score_end,q10_margin_score_end,q50_margin_score_end,q90_margin_score_end,mu_home_poss_seg,mu_away_poss_seg,mu_total_poss_seg,q10_total_poss_seg,q50_total_poss_seg,q90_total_poss_seg,mu_home_tov_seg,mu_away_tov_seg,mu_total_tov_seg,q10_total_tov_seg,q50_total_tov_seg,q90_total_tov_seg,mu_home_fta_seg,mu_away_fta_seg,mu_total_fta_seg,q10_total_fta_seg,q50_total_fta_seg,q90_total_fta_seg,mu_home_fga2_seg,mu_away_fga2_seg,mu_total_fga2_seg,q10_total_fga2_seg,q50_total_fga2_seg,q90_total_fga2_seg,mu_home_fga3_seg,mu_away_fga3_seg,mu_total_fga3_seg,q10_total_fga3_seg,q50_total_fga3_seg,q90_total_fga3_seg
2026-02-08,401828217,Memphis Tigers,Charlotte 49ers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,7.95775,8.061,16.01875,-0.10325,4.0,8.0,12.0,4.0,8.0,12.0,10.0,16.0,22.0,-5.0,0.0,5.0,15.7795,16.05875,31.24970535053539,-0.27925,10.0,15.0,22.0,10.0,16.0,23.0,21.41145535053539,31.4114553505354,41.4114553505354,-8.0,0.0,8.0,8.27525,8.181,16.45625,11.0,16.0,22.0,1.3965,1.43175,2.82825,1.0,3.0,5.0,1.56725,1.563,3.13025,1.0,3.0,6.0,3.868,3.837,7.705,4.0,7.0,12.0,2.16625,2.1385,4.30475,2.0,4.0,7.0
2026-02-08,401828217,Memphis Tigers,Charlotte 49ers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,8.31175,8.39775,16.7095,-0.086,4.0,8.0,13.0,4.0,8.0,13.0,11.0,16.0,23.0,-5.099999999999966,0.0,5.0,24.09125,24.4565,47.15857075035399,-0.36525,16.0,24.0,33.0,16.0,24.0,33.0,33.61082075035398,46.610820750354,60.610820750354,-10.0,0.0,9.0,8.55575,8.568,17.12375,12.0,17.0,23.0,1.479,1.52625,3.00525,1.0,3.0,5.0,1.671,1.59225,3.26325,1.0,3.0,6.0,3.98225,3.99225,7.9745,4.0,8.0,12.0,2.25975,2.26625,4.526,2.0,4.0,7.0
2026-02-08,401828217,Memphis Tigers,Charlotte 49ers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,8.5855,8.62075,17.20625,-0.03525,4.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,6.0,32.67675,33.07725,66.04133657863326,-0.4005,22.0,32.0,44.0,23.0,33.0,44.0,49.28733657863326,65.28733657863327,83.28733657863327,-12.0,0.0,11.0,8.828,8.82425,17.65225,12.0,17.0,24.0,1.507,1.532,3.039,1.0,3.0,5.0,1.6845,1.7,3.3845,1.0,3.0,6.0,4.16375,4.13125,8.295,5.0,8.0,12.0,2.263,2.29075,4.55375,2.0,4.0,7.0
2026-02-08,401828217,Memphis Tigers,Charlotte 49ers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,8.73475,8.919,17.65375,-0.18425,5.0,9.0,13.0,5.0,9.0,13.0,12.0,17.0,24.0,-6.0,0.0,5.0,41.4115,41.99625,80.62885012205037,-0.58475,31.0,41.0,53.0,31.0,42.0,53.0,60.72517435237877,80.19767027969155,100.78790410830496,-14.0,0.0,12.0,8.56075,8.59075,17.1515,12.0,17.0,23.0,1.509,1.51275,3.02175,1.0,3.0,5.0,1.61175,1.63975,3.2515,1.0,3.0,6.0,4.0265,3.98375,8.01025,4.0,8.0,12.0,2.26675,2.242,4.50875,2.0,4.0,7.0
2026-02-08,401828217,Memphis Tigers,Charlotte 49ers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,8.45725,8.7845,17.24175,-0.32725,5.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-6.0,0.0,5.0,49.86875,50.78075,96.98959792626349,-0.912,38.0,49.0,62.0,39.0,50.0,62.09999999999991,73.3482463869203,96.29323824154584,121.47370589877264,-15.0,-1.0,13.0,8.43,8.36,16.79,11.0,17.0,22.0,1.436,1.46425,2.90025,1.0,3.0,5.0,1.591,1.58575,3.17675,1.0,3.0,6.0,3.918,3.9205,7.8385,4.0,8.0,12.0,2.2095,2.19725,4.40675,2.0,4.0,7.0
2026-02-08,401828217,Memphis Tigers,Charlotte 49ers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,8.754,8.995,17.749,-0.241,5.0,8.0,13.0,5.0,9.0,13.0,11.0,17.0,25.0,-6.0,0.0,5.0,58.62275,59.77575,116.37170128629069,-1.153,46.0,58.0,72.0,48.0,60.0,72.0,98.31897026542954,116.08437775894764,134.74762630960868,-17.0,-1.0,14.0,8.60325,8.59275,17.196,12.0,17.0,23.0,1.52,1.52775,3.04775,1.0,3.0,5.0,1.62725,1.65025,3.2775,1.0,3.0,6.0,3.97675,4.00125,7.978,4.0,8.0,12.0,2.2775,2.2575,4.535,2.0,4.0,7.0
2026-02-08,401828217,Memphis Tigers,Charlotte 49ers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,9.76225,10.03825,19.8005,-0.276,5.0,10.0,14.0,6.0,10.0,15.0,13.0,20.0,27.0,-6.0,0.0,6.0,68.385,69.814,138.199,-1.429,55.0,68.0,83.0,56.0,70.0,84.0,117.0,138.0,160.0,-18.0,-1.0,15.099999999999907,9.53125,9.58175,19.113,13.0,19.0,25.0,1.69825,1.644,3.34225,1.0,3.0,6.0,1.797,1.80975,3.60675,1.0,3.0,6.0,4.42775,4.51025,8.938,5.0,9.0,13.0,2.54575,2.52125,5.067,2.0,5.0,8.0
2026-02-08,401828218,South Florida Bulls,Tulsa Golden Hurricane,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,8.45025,8.4045,16.85475,0.04575,4.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,23.0,-5.0,0.0,6.0,8.45025,8.4045,16.608007615387454,0.04575,4.0,8.0,13.0,4.0,8.0,13.0,10.753257615387456,16.753257615387458,22.753257615387454,-5.0,0.0,6.0,8.567,8.54975,17.11675,12.0,17.0,23.0,1.5265,1.5045,3.031,1.0,3.0,5.0,1.592,1.62025,3.21225,1.0,3.0,6.0,3.947,3.935,7.882,4.0,8.0,12.0,2.205,2.271,4.476,2.0,4.0,7.0
2026-02-08,401828218,South Florida Bulls,Tulsa Golden Hurricane,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,8.6175,8.51725,17.13475,0.10025,5.0,8.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,5.0,17.06775,16.92175,33.40095535053539,0.146,11.0,17.0,24.0,10.0,17.0,24.0,23.41145535053539,33.4114553505354,44.4114553505354,-8.0,0.0,8.0,8.68475,8.6455,17.33025,12.0,17.0,23.0,1.499,1.534,3.033,1.0,3.0,5.0,1.66225,1.61975,3.282,1.0,3.0,6.0,4.04575,4.05575,8.1015,4.0,8.0,12.0,2.3035,2.31875,4.62225,2.0,4.0,7.0
2026-02-08,401828218,South Florida Bulls,Tulsa Golden Hurricane,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,8.888,8.86725,17.75525,0.02075,5.0,9.0,13.0,5.0,9.0,13.0,11.0,17.0,25.0,-6.0,0.0,6.0,25.95575,25.789,50.35557075035399,0.16675,17.0,26.0,35.0,17.0,25.0,35.0,35.61082075035398,49.610820750354,65.61082075035398,-10.0,0.0,10.0,8.91875,9.03475,17.9535,12.0,18.0,24.0,1.5745,1.5685,3.143,1.0,3.0,5.0,1.7425,1.71125,3.45375,1.0,3.0,6.0,4.18275,4.15525,8.338,5.0,8.0,12.0,2.374,2.37925,4.75325,2.0,5.0,8.0
2026-02-08,401828218,South Florida Bulls,Tulsa Golden Hurricane,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,9.183,9.14725,18.33025,0.03575,5.0,9.0,14.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,0.0,5.0,35.13875,34.93625,70.36233657863326,0.2025,24.0,35.0,46.0,24.0,35.0,46.0,52.28733657863326,69.28733657863327,90.28733657863329,-12.0,0.0,12.0,9.31875,9.25925,18.578,13.0,18.0,25.0,1.65075,1.645,3.29575,1.0,3.0,6.0,1.75725,1.79025,3.5475,1.0,3.0,6.0,4.34675,4.3425,8.68925,5.0,9.0,13.0,2.45675,2.409,4.86575,2.0,5.0,8.0
2026-02-08,401828218,South Florida Bulls,Tulsa Golden Hurricane,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,9.47225,9.38225,18.8545,0.09,5.0,9.0,14.0,5.0,9.0,14.0,12.0,19.0,26.0,-6.0,0.0,6.0,44.611,44.3185,87.19979199501543,0.2925,33.0,44.0,56.09999999999991,33.0,44.0,56.0,65.43160176018242,86.25731139139704,110.0947948127417,-13.0,0.0,14.0,8.95775,8.95475,17.9125,12.0,18.0,24.0,1.57975,1.59425,3.174,1.0,3.0,6.0,1.69625,1.661,3.35725,1.0,3.0,6.0,4.167,4.17325,8.34025,5.0,8.0,12.0,2.3775,2.368,4.7455,2.0,5.0,8.0
2026-02-08,401828218,South Florida Bulls,Tulsa Golden Hurricane,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,9.184,9.28025,18.46425,-0.09625,5.0,9.0,13.0,5.0,9.0,14.0,12.0,18.0,25.0,-6.0,0.0,5.0,53.795,53.59875,105.8322316721936,0.19625,41.0,54.0,66.0,41.0,53.0,67.0,79.76110120252758,105.4125204649568,133.08748730764614,-15.0,0.0,15.0,8.7995,8.8085,17.608,12.0,17.0,23.0,1.54775,1.518,3.06575,1.0,3.0,5.0,1.642,1.68375,3.32575,1.0,3.0,6.0,4.11575,4.10525,8.221,5.0,8.0,12.0,2.323,2.29975,4.62275,2.0,4.0,8.0
2026-02-08,401828218,South Florida Bulls,Tulsa Golden Hurricane,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,9.41425,9.452,18.86625,-0.03775,5.0,9.0,14.0,5.0,9.0,14.0,12.0,19.0,26.0,-6.0,0.0,5.099999999999909,63.20925,63.05075,123.8008648426903,0.1585,50.0,63.0,77.0,50.0,63.0,77.0,103.70601660828672,123.62031991999244,144.16903469065343,-16.0,0.0,16.0,9.04175,8.99025,18.032,12.0,18.0,24.0,1.612,1.585,3.197,1.0,3.0,6.0,1.7015,1.6825,3.384,1.0,3.0,6.0,4.20925,4.20425,8.4135,5.0,8.0,12.0,2.36725,2.391,4.75825,2.0,5.0,8.0
2026-02-08,401828218,South Florida Bulls,Tulsa Golden Hurricane,2026-02-08 12:00,2026-02-08T17:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,10.3485,10.50175,20.85025,-0.15325,6.0,10.0,15.0,6.0,10.0,15.0,14.0,21.0,28.0,-6.0,0.0,6.0,73.55775,73.5525,147.11025,0.00525,59.0,73.0,88.0,59.0,73.0,89.0,123.0,147.0,171.0999999999999,-18.0,0.0,17.0,9.9985,10.044,20.0425,14.0,20.0,27.0,1.75875,1.75675,3.5155,1.0,3.0,6.0,1.94075,1.92625,3.867,1.0,4.0,7.0,4.61475,4.70525,9.32,5.0,9.0,13.0,2.6345,2.62,5.2545,2.0,5.0,8.0
2026-02-08,401828219,Tulane Green Wave,Wichita State Shockers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,1,1,0,5,8.234,8.2255,16.4595,0.0085,4.0,8.0,12.0,4.0,8.0,13.0,10.0,16.0,23.0,-5.0,0.0,5.0,8.234,8.2255,16.212757615387453,0.0085,4.0,8.0,12.0,4.0,8.0,13.0,9.753257615387456,15.75325761538746,22.753257615387454,-5.0,0.0,5.0,8.50475,8.48975,16.9945,12.0,17.0,23.0,1.442,1.4765,2.9185,1.0,3.0,5.0,1.64525,1.631,3.27625,1.0,3.0,6.0,4.01175,3.9795,7.99125,4.0,8.0,12.0,2.26025,2.21875,4.479,2.0,4.0,7.0
2026-02-08,401828219,Tulane Green Wave,Wichita State Shockers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,2,1,5,10,8.41475,8.42625,16.841,-0.0115,4.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,23.0,-6.0,0.0,5.0,16.64875,16.65175,32.71195535053539,-0.003,10.0,16.0,23.0,10.0,16.0,23.0,22.41145535053539,32.4114553505354,43.4114553505354,-8.0,0.0,8.0,8.63725,8.67075,17.308,12.0,17.0,23.0,1.45675,1.521,2.97775,1.0,3.0,5.0,1.62,1.622,3.242,1.0,3.0,6.0,4.06975,4.03575,8.1055,5.0,8.0,12.0,2.278,2.22025,4.49825,2.0,4.0,7.0
2026-02-08,401828219,Tulane Green Wave,Wichita State Shockers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,3,1,10,15,8.77,8.71325,17.48325,0.05675,5.0,9.0,13.0,5.0,8.0,13.0,11.0,17.0,24.0,-5.0,0.0,5.0,25.41875,25.365,49.39457075035398,0.05375,17.0,25.0,34.0,17.0,25.0,34.0,35.61082075035398,48.610820750354,63.610820750354,-10.0,0.0,10.0,9.07225,8.99175,18.064,12.0,18.0,24.0,1.497,1.59825,3.09525,1.0,3.0,5.0,1.70075,1.68875,3.3895,1.0,3.0,6.0,4.29425,4.25125,8.5455,5.0,8.0,13.0,2.41475,2.387,4.80175,2.0,5.0,8.0
2026-02-08,401828219,Tulane Green Wave,Wichita State Shockers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,4,1,15,20,9.0575,8.936,17.9935,0.1215,5.0,9.0,14.0,5.0,9.0,13.0,12.0,18.0,25.0,-5.0,0.0,6.0,34.47625,34.301,69.06458657863325,0.17525,24.0,34.0,45.0,24.0,34.0,45.0,51.28733657863326,68.28733657863327,87.28733657863327,-12.0,0.0,12.0,9.18025,9.24225,18.4225,13.0,18.0,24.0,1.505,1.59475,3.09975,1.0,3.0,5.0,1.7405,1.73025,3.47075,1.0,3.0,6.0,4.3635,4.3665,8.73,5.0,9.0,13.0,2.44825,2.409,4.85725,2.0,5.0,8.0
2026-02-08,401828219,Tulane Green Wave,Wichita State Shockers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,5,2,20,25,8.462,8.342,16.804,0.12,5.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,23.0,-5.0,0.0,5.0,42.93825,42.643,82.75790406430939,0.29525,32.0,43.0,54.0,32.0,42.0,54.0,62.60743645107816,83.19767027969155,103.78790410830496,-13.0,0.0,13.0,8.1345,8.13,16.2645,11.0,16.0,22.0,1.33675,1.4085,2.74525,1.0,3.0,5.0,1.55675,1.52,3.07675,1.0,3.0,6.0,3.83675,3.772,7.60875,4.0,7.0,11.0,2.18875,2.143,4.33175,2.0,4.0,7.0
2026-02-08,401828219,Tulane Green Wave,Wichita State Shockers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,6,2,25,30,8.308,8.185,16.493,0.123,4.0,8.0,12.0,4.0,8.0,12.0,11.0,16.0,23.0,-5.0,0.0,5.0,51.24625,50.828,98.32545581078152,0.41825,39.0,51.0,63.0,39.0,51.0,62.0,75.11277058431907,98.29323824154584,122.47370589877264,-14.0,1.0,15.0,7.96,7.9565,15.9165,11.0,16.0,21.0,1.334,1.40075,2.73475,1.0,3.0,5.0,1.53625,1.53075,3.067,1.0,3.0,6.0,3.72875,3.72525,7.454,4.0,7.0,11.0,2.1085,2.0875,4.196,2.0,4.0,7.0
2026-02-08,401828219,Tulane Green Wave,Wichita State Shockers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,7,2,30,35,8.40725,8.42575,16.833,-0.0185,4.0,8.0,13.0,4.0,8.0,13.0,11.0,17.0,23.0,-5.0,0.0,5.0,59.6535,59.25375,116.51544227902914,0.39975,47.0,59.0,73.0,47.0,59.0,72.0,98.51038391476874,116.62900511218872,135.29225366284973,-16.0,1.0,16.0,8.113,8.167,16.28,11.0,16.0,22.0,1.332,1.44675,2.77875,1.0,3.0,5.0,1.59025,1.536,3.12625,1.0,3.0,6.0,3.835,3.8035,7.6385,4.0,7.0,11.0,2.17825,2.1255,4.30375,2.0,4.0,7.0
2026-02-08,401828219,Tulane Green Wave,Wichita State Shockers,2026-02-08 14:00,2026-02-08T19:00:00Z,EST,base,4,4,10bd9d660db9,1eda605b8ee7,8,2,35,40,9.44925,9.465,18.91425,-0.01575,5.0,9.0,14.0,5.0,9.0,14.0,12.0,19.0,26.0,-6.0,0.0,6.0,69.10275,68.71875,137.8215,0.384,55.0,69.0,83.0,55.0,69.0,83.0,116.0,138.0,160.0,-17.0,1.0,17.0,9.121,9.075,18.196,13.0,18.0,24.0,1.52875,1.5805,3.10925,1.0,3.0,5.0,1.78375,1.69625,3.48,1.0,3.0,6.0,4.288,4.295,8.583,5.0,8.0,13.0,2.3995,2.39875,4.79825,2.0,5.0,8.0
