game_id,home_team,away_team,pred_total,pred_margin,market_total
401824060,Oregon State Beavers,Montana State Bobcats,138.0662420654297,3.82847279548645,
401813281,Morgan State Bears,Niagara Purple Eagles,142.0681610107422,5.537998676300049,
401820401,UNLV Rebels,Tennessee State Tigers,141.8512420654297,2.9149398803710938,
401828286,New Mexico State Aggies,Tulsa Golden Hurricane,142.4204559326172,-2.4040098190307617,
401823727,NJIT Highlanders,Sacred Heart Pioneers,141.41741943359375,-2.331176280975342,
401817269,North Carolina Tar Heels,South Carolina Upstate Spartans,142.33929443359375,8.816822052001953,
401829459,North Dakota Fighting Hawks,Western Illinois Leathernecks,141.7698974609375,1.931293249130249,
401824115,San Diego Toreros,Northern Arizona Lumberjacks,140.50542338053384,5.5245368385314935,
401820548,Northern Iowa Panthers,Oakland Golden Grizzlies,89.6700927734375,4.801925277709961,
401817204,Ohio Bobcats,St. Bonaventure Bonnies,137.9861336263021,3.67726323445638,
401819921,Ohio State Buckeyes,West Virginia Mountaineers,70.2442512512207,3.025264263153076,
401813294,Oklahoma State Cowboys,Oklahoma Sooners,109.84486846923828,0.1514660000801085,
401824066,Pacific Tigers,Simpson University (CA) Red Hawks,143.31541442871094,20.62058448791504,
401817449,Villanova Wildcats,Pittsburgh Panthers,142.33929443359375,8.816822052001953,
401811112,South Dakota Coyotes,Prairie View A&M Panthers,142.17662048339844,6.849527359008789,
401820584,Quinnipiac Bobcats,UMass Lowell River Hawks,141.95970153808594,4.226469039916992,
401817178,Richmond Spiders,Southern Illinois Salukis,142.09527587890625,5.865880966186523,
401823406,Robert Morris Colonials,Toledo Rockets,141.98681640625,4.554351806640625,
401826894,Seton Hall Pirates,Rutgers Scarlet Knights,142.44775390625,10.128351211547852,
401817190,Saint Louis Billikens,San Francisco Dons,142.1223907470703,6.19376277923584,
401817472,San José State Spartans,Stanford Cardinal,133.0142832438151,4.377058792114258,
401824130,Seattle U Redhawks,Warner Pacific Knights,143.342529296875,20.948467254638672,
401823548,Washington Huskies,Southern Utah Thunderbirds,142.82736206054688,14.71870231628418,
401829480,UNC Asheville Bulldogs,St. Thomas-Minnesota Tommies,141.28184509277344,-3.970588207244873,
401826847,UC San Diego Tritons,Tulane Green Wave,143.8562774658203,3.399165630340576,
401826952,Utah Valley Wolverines,UC Santa Barbara Gauchos,143.17965698242188,6.776694297790527,
401822337,Valparaiso Beacons,UNC Wilmington Seahawks,141.7698974609375,1.931293249130249,
